ID	国名2文字	国名	地方	都道府県	緯度	経度	遺跡	Site Name	標本番号	性別	年齢	使用部位	時代(数値のみ)	時代	14C年代	較正14C年代(1σ)	較正14C年代(2σ)	年代	年代補足	mtDNA	Y	Y新	文献1	文献2	文献3
661	CN	中華人民共和国	西北地区	青海省	35.861186	102.812201	喇家		LJM14				-2000	齐家文化（新石器晚期）				-	約4000年前	A18	O2a2b1a2a1		[75]		
662	CN	中華人民共和国	西北地区	青海省	35.861186	102.812201	喇家		LJM25				-2000	齐家文化（新石器晚期）				-	約4000年前	B4c1b2c2	D1a1a1a1		[75]		
663	CN	中華人民共和国	西北地区	青海省	35.861186	102.812201	喇家		LJM2				-2000	齐家文化（新石器晚期）				-	約4000年前	F1g	n/a		[75]		
664	CN	中華人民共和国	西北地区	青海省	35.861186	102.812201	喇家		LJM3				-2046	齐家文化（新石器晚期）				4079-3913cal.BP	約4000年前	G1c1	O2a2b1a1a7a		[75]		
665	CN	中華人民共和国	西北地区	青海省	35.861186	102.812201	喇家		LJM4				-2000	齐家文化（新石器晚期）				-	約4000年前	F1a1a	n/a		[75]		
666	CN	中華人民共和国	西北地区	青海省	35.861186	102.812201	喇家		LJM5				-2000	齐家文化（新石器晚期）				-	約4000年前	F1g	O2a2b1a1a7a		[75]		
667	CN	中華人民共和国	西北地区	青海省	35.861186	102.812201	喇家		LJM7				-2000	齐家文化（新石器晚期）				-	約4000年前	M11	-		[75]		
748	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	D4i			[92]		
749	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	D4i			[92]		
750	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	D4i			[92]		
751	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	D4i			[92]		
752	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	D4i			[92]		
753	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	D4i			[92]		
754	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	D4i			[92]		
755	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	D4i			[92]		
756	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	G2a1			[92]		
757	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	G2a1			[92]		
758	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	D4j1b			[92]		
759	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	D4j3			[92]		
760	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	D4			[92]		
761	CN	中華人民共和国	西北地区	青海省	35.315402	100.267019	宗日						-2500	马家窑文化/宗日文化（新石器晚期）					約5000-4000年前	G2b2a			[92]		
762	CN	中華人民共和国	西北地区	青海省	36.463948	102.454483	河东		C2016				-2342	新石器晚期 明代				4292cal.BP	約4300、400年前	F1b1+C152T!!	-		[92]		
763	CN	中華人民共和国	西北地区	青海省	36.463948	102.454483	河东		C2022				1539	新石器晚期 明代				411cal.BP	約4300、400年前	D4j11	-		[92]		
764	CN	中華人民共和国	西北地区	青海省	36.4	102	hupo		A10				-2000	新石器晚期				A17	約4000年前	D4b2b	G1c		[92]		
765	CN	中華人民共和国	西北地区	青海省	36.2	102.8	Shangluzhuang		C2021				-2332	新石器晚期				4282cal.BP	約4300年前	C7b	-		[92]		
766	CN	中華人民共和国	西北地区	青海省	36.451299	102.555686	柳湾		C2591				-2068	新石器晚期				4018cal.BP	約4000年前	C4a1a2	-		[92]		
767	CN	中華人民共和国	西北地区	青海省	36.451299	102.555686	柳湾		C2592				-2000	新石器晚期				-	約4000年前	M9a	-		[92]		
772	CN	中華人民共和国	西北地区	青海省	36.265237	102.733043	大庄						-2400	新石器晚期					約4400年前	G2a1			[92]		
776	CN	中華人民共和国	西北地区	青海省	36.1	102	wenpuju						1150	元代					約850年前	D4			[92]		
777	CN	中華人民共和国	西北地区	青海省	36.2	102.7	Lierbao						1620	明清					約380年前	N9a9			[92]		
778	CN	中華人民共和国	西北地区	青海省	36.4	102	sanheyi						-2000	新石器晚期					約4000年前	D4b2b			[92]		
779	CN	中華人民共和国	西北地区	青海省	36.4	102	sanheyi						-2000	新石器晚期					約4000年前	F1b1+C152T!!			[92]		
780	CN	中華人民共和国	西北地区	青海省	36.4	102	sanheyi						-2000	新石器晚期					約4000年前	G2b1a2			[92]		
781	CN	中華人民共和国	西北地区	青海省	36.91	102.54	金蝉口						-2000	齐家文化（新石器晚期）					約4000年前	G3a2			[92]		
790	CN	中華人民共和国	西北地区	青海省	36.084949	101.392039	拉芨盖						-1300	青铜时期					約3300年前	D4h1c			[92]		
791	CN	中華人民共和国	西北地区	青海省	36.084949	101.392039	拉芨盖						-1300	青铜时期					約3300年前	G1c2			[92]		
792	CN	中華人民共和国	西北地区	青海省	36.084949	101.392039	拉芨盖						-1300	青铜时期					約3300年前	Z4a1a			[92]		
793	CN	中華人民共和国	西北地区	青海省	36.040734	101.971438	化隆群科		C2594				-600	春秋時代				-	約2600年前	A15a	-		[92]		
794	CN	中華人民共和国	西北地区	青海省	36.040734	101.971438	化隆群科		C2019				-640	春秋時代				2590cal.BP	約2600年前	A17	-		[92]		
795	CN	中華人民共和国	西北地区	青海省	36.029332	101.397653	贵德河西												約?年前	G2a4			[92]		
796	CN	中華人民共和国	西北地区	青海省	36.029332	101.397653	贵德河西												約?年前	G2a4			[92]		
797	CN	中華人民共和国	西北地区	青海省	36.029332	101.397653	贵德河西												約?年前	D4b2b			[92]		
800	CN	中華人民共和国	西北地区	青海省	33.885413	95.690302	普卡贡玛						-900	西周					約2900年前	D5a2a			[92]		
801	CN	中華人民共和国	西北地区	青海省	33.885413	95.690302	普卡贡玛						-900	西周					約2900年前	D5a2a			[92]		
802	CN	中華人民共和国	西北地区	青海省	33.885413	95.690302	普卡贡玛						-900	西周					約2900年前	A15c1			[92]		
803	CN	中華人民共和国	西北地区	青海省	33.885413	95.690302	普卡贡玛						-900	西周					約2900年前	G2a1h			[92]		
804	CN	中華人民共和国	西北地区	青海省	34.3	95.5	玉树						1470	明代					約530年前	M11a2			[92]		
606	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.6097	93.1667	石人子沟		M012(中墓)				-200	焉不拉克文化、巴泽雷克文化、中原文化（战国晚期-西汉初期）				-	約2200年前	U5a2	R1b2		[78]		
607	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.6097	93.1667	石人子沟		M010(小墓)				-380	焉不拉克文化、巴泽雷克文化、中原文化（战国晚期-西汉初期）				410–350cal.BCE	約2200年前	D4j1b	n/a		[78]		
608	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.6097	93.1667	石人子沟		M4				-290	焉不拉克文化、巴泽雷克文化、中原文化（战国晚期-西汉初期）				380–200cal.BCE	約2200年前	U4	R1a1a1b2-Z93(Z2121- Z29137- Y36424- Y2424-)		[78]		
609	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.6097	93.1667	石人子沟		M819				-200	焉不拉克文化、巴泽雷克文化、中原文化（战国晚期-西汉初期）				-	約2200年前	H15b1	n/a		[78]		
610	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.6097	93.1667	石人子沟		M820				-257.5	焉不拉克文化、巴泽雷克文化、中原文化（战国晚期-西汉初期）				285–230cal.BCE	約2200年前	U5b2c+A4718G	n/a		[78]		
611	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.6097	93.1667	石人子沟		M8R1				-290	焉不拉克文化、巴泽雷克文化、中原文化（战国晚期-西汉初期）				380–200cal.BCE	約2200年前	T1a1b1	IJK (xI xJ xLT xN)[质量较差无法细分]		[78]		
612	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.6097	93.1667	石人子沟		M15-1(殉人)				-200	焉不拉克文化、巴泽雷克文化、中原文化（战国晚期-西汉初期）				-	約2200年前	I1b	R1b2b2		[78]		
613	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.6097	93.1667	石人子沟		M15-2(殉人)				-200	焉不拉克文化、巴泽雷克文化、中原文化（战国晚期-西汉初期）				-	約2200年前	U4+A10523G	Q1a1a(MF1646- Y557-)		[78]		
614	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.6097	93.1667	石人子沟		X3(石圈人牲)				-200	焉不拉克文化、巴泽雷克文化、中原文化（战国晚期-西汉初期）				-	約2200年前	G3b	Q1a2a2b1-F5400		[78]		
615	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.6097	93.1667	石人子沟		F004: 370–190cal.BCE; [MT]A17, [Y]n/a, 47.7%颜那亚+36.6%东北亚+15.7%东亚成分				-200	焉不拉克文化、巴泽雷克文化、中原文化（战国晚期-西汉初期）					約2200年前				[78]		
616	CN	中華人民共和国	西北地区	新疆ウイグル自治区	40.3364	88.6725	小河小麦						-1500	青铜时期					約3800-3200年前				[79]		
617	CN	中華人民共和国	西北地区	新疆ウイグル自治区	40.6782	88.9342	古墓沟小麦						-1500	青铜时期					約3800-3200年前				[79]		
677	CN	中華人民共和国	西北地区	新疆ウイグル自治区	36.978611	79.957222							55.5	西汉 东汉-魏晋									[100]		
703	CN	中華人民共和国	西北地区	新疆ウイグル自治区	40.336	88.672	小河小麦、人						-2000	小河文化（青铜時代早中期）					約4000年前				[79]		
704	CN	中華人民共和国	西北地区	新疆ウイグル自治区	40.678	88.934	古墓沟小麦、人						-2000	小河文化（青铜時代早中期）					約4000年前				[79]		
705	CN	中華人民共和国	西北地区	新疆ウイグル自治区	38.359	81.7148	北方		11KBM1				-1857.5	小河文化（青铜時代早中期）				1876-1839 calBC	約4000年前	C4	R1*或R1b*		[83]		
706	CN	中華人民共和国	西北地区	新疆ウイグル自治区	38.359	81.7148	北方		11KBM13				-2000	小河文化（青铜時代早中期）				n/a	約4000年前	R	-		[83]		
707	CN	中華人民共和国	西北地区	新疆ウイグル自治区	38.359	81.7148	北方		11KBM18				-2000	小河文化（青铜時代早中期）				n/a	約4000年前	Y1b1	n/a		[83]		
708	CN	中華人民共和国	西北地区	新疆ウイグル自治区	38.359	81.7148	北方		11KBM9				-2000	小河文化（青铜時代早中期）				n/a	約4000年前	-	n/a		[83]		
709	CN	中華人民共和国	西北地区	新疆ウイグル自治区	47.97	86.27	阿依托汗		AYIM22BY				-2827	阿凡那谢沃文化（青铜時代早期）				2843-2811 calBC	約4800年前	U5a1a1	pre-Q2a		[83]		
710	CN	中華人民共和国	西北地区	新疆ウイグル自治区	47.97	86.27	阿依托汗		AYIM22BN				-2800	阿凡那谢沃文化（青铜時代早期）				n/a	約4800年前	T2d1a	n/a		[83]		
711	CN	中華人民共和国	西北地区	新疆ウイグル自治区	46.8213	85.9201	松树沟		SSGM16				-2832	阿凡那谢沃文化（青铜時代早期）				2863-2801 calBC	約4800年前	H2b	n/a		[83]		
712	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.76915199	82.05322273	尼勒克		G218M5-2				-2879	阿凡那谢沃文化（青铜時代早期）				2907-2851 calBC	約5000年前	H15b1	R1b1a1b1b		[83]		
713	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	H6a1a			[84]		
714	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	H6a1a			[84]		
715	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	H5b			[84]		
716	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	H11b			[84]		
717	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	HV14			[84]		
718	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	I4a			[84]		
719	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	R1b			[84]		
720	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	R1b1			[84]		
721	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	T2a1b1			[84]		
722	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	U1a1c1			[84]		
723	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	U2e1			[84]		
724	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	U2e2a1d			[84]		
725	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	U2e3			[84]		
726	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	U4a1			[84]		
727	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.83553941	75.42704945	下坂地 | 线粒体基因组						-1400	安德罗诺沃文化（青铜時代晚期）					3500-3300年前	U4c1			[84]		
826	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.807	80.81	Abusanteer						-275	东周、东汉					約2750、1800年前				[95]		
827	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.54	83.28	Axile						-250	战国					約2250年前				[95]		
828	CN	中華人民共和国	西北地区	新疆ウイグル自治区	47.97	86.27																	[100]		
829	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.54	83.27	Ayousaigoukou							东周、明代									[95]		
830	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.76	89.26	Baiyanghe							战国晚期-西汉、唐代									[95]		
831	CN	中華人民共和国	西北地区	新疆ウイグル自治区	47.7	86.87	Bolati						-1500	切木尔切克文化（青铜時代早中期）、战国					約4600、2400年前				[95]		
832	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.8	82.51	Caishichang							战国									[95]		
833	CN	中華人民共和国	西北地区	新疆ウイグル自治区	46.48	90.75	Chaganguole						-1150	切木尔切克文化（青铜時代早中期）、战国					約4200-4000、2200年前				[95]		
834	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.6	82.46	Dongmaili						-500	春秋					約2500年前				[95]		
835	CN	中華人民共和国	西北地区	新疆ウイグル自治区	48.08	86.36	Dongtalede						275	春秋、宋辽					約2500、950年前				[95]		
836	CN	中華人民共和国	西北地区	新疆ウイグル自治区	46.39	83.83	Eminhuojierte						-500	春秋					約2500年前				[95]		
837	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.76915199	82.05322273	G218、Guanjingtai						-600	阿凡那谢沃文化（青铜時代早期）、战国、元明					約5000、2200、600年前				[95]		
838	CN	中華人民共和国	西北地区	新疆ウイグル自治区	36.97	79.94	hetian						350	南北朝					約1650年前				[95]		
839	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.77	75.22	Jierzankale						-500	春秋					約2500年前				[95]		
840	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.84073578	82.77223992	Jirentaigoukou						-700	安德罗诺沃或卡拉苏克相关文化（青铜時代晚期）、战国					約3200、2200年前				[95]		
841	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.22	81.84	Junmachanyilian						467	战国、南北朝、元明					約2400、1550、600-700年前				[95]		
842	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.91	82.08	Keqikesubutai、Kafulang						725	南北朝、宋辽					約1550、1000年前				[95]		
843	CN	中華人民共和国	西北地区	新疆ウイグル自治区	47.7	86.87	Kalatasi						-200	战国					約2200年前				[95]		
844	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.08	81.52	Kuokesuxi						-750	安德罗诺沃文化（青铜時代晚期）、战国					約3300、2200年前				[95]		
845	CN	中華人民共和国	西北地区	新疆ウイグル自治区	36.46	81.95	Liushui						-700	西周-春秋					約2900-2500年前				[95]		
846	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.23	82.28	Qiafuqihaishuiku						-400	斯基泰或乌孙相关文化					約2400年前				[95]		
847	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.54	83.28	Sahaxibei						-500	春秋					約2500年前				[95]		
848	CN	中華人民共和国	西北地区	新疆ウイグル自治区	37.07	80.19	Shanpula						200	东汉-魏晋					約1800年前				[95]		
849	CN	中華人民共和国	西北地区	新疆ウイグル自治区	42.45	81.5	Simutasi						450	战国、宋金					約2250、850年前				[95]		
850	CN	中華人民共和国	西北地区	新疆ウイグル自治区	47.44	85.87	Songshugou						-1900	青铜時代早中期、春秋					約5000、4100、2600年前				[95]		
851	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.6	82.62	Tangbalesayi						-213	安德罗诺沃文化（青铜時代晚期）、斯基泰或乌孙相关文化、宋辽					約3500、2200、940年前				[95]		
852	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.43	83.26	Tielieketesai						-100	战国晚期-西汉					約2200-2000年前				[95]		
853	CN	中華人民共和国	西北地区	新疆ウイグル自治区	48.06	86.42	Tuoganbai						-2200	切木尔切克文化（青铜時代）					約4200年前				[95]		
854	CN	中華人民共和国	西北地区	新疆ウイグル自治区	47.7	86.87	Tuwaxingcun						-100	巴泽雷克相关文化					約2200-2000年前				[95]		
855	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.83	82.8	Wulanbuluke						-200	秦汉					約2200年前				[95]		
856	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.83	82.72	Wutulan						-850	安德罗诺沃文化（青铜時代晚期）、索墩布拉克文化					約3500、2200年前				[95]		
857	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.22	81.84	Wuzan						-500	春秋					約2500年前				[95]		
858	CN	中華人民共和国	西北地区	新疆ウイグル自治区	41.34	86.26	Xianshuiquangucheng						200	东汉					約1800年前				[95]		
859	CN	中華人民共和国	西北地区	新疆ウイグル自治区	41.76	86.15	Xikakandasayi						400	晋					約1600年前				[95]		
860	CN	中華人民共和国	西北地区	新疆ウイグル自治区	43.54	83.28	Zeketai						0	汉					約2000年前				[95]		
861	CN	中華人民共和国	西北地区	新疆ウイグル自治区	38.27	85.33	Zhagunluke						-200	战国-汉					約2400-2000年前				[95]		
226	JP	日本	北海道地方	北海道	44.025	144.267694	モヨロ貝塚	Moyoro	MYR-1				850.5	5th-13th									[44]		
227	JP	日本	北海道地方	北海道	44.025	144.267694	モヨロ貝塚	Moyoro	MYR-2				850.5	5th-13th									[44]		
228	JP	日本	北海道地方	北海道	44.025	144.267694	モヨロ貝塚	Moyoro	MYR-3				850.5	5th-13th									[44]		
229	JP	日本	北海道地方	北海道	44.025	144.267694	モヨロ貝塚	Moyoro	MYR-4				850.5	5th-13th									[44]		
230	JP	日本	北海道地方	北海道	44.025	144.267694	モヨロ貝塚	Moyoro	MYR-5				850.5	5th-13th									[44]		
231	JP	日本	北海道地方	北海道	44.070833	144.993888	ウトロ遺跡	Utoro	UTR-4				850.5	5th-13th									[44]		
232	JP	日本	北海道地方	北海道	45.52152402	141.9378463	大岬遺跡	Omisaki	OMS-1				850.5	5th-13th									[44]		
233	JP	日本	北海道地方	北海道	45.52152402	141.9378463	大岬遺跡	Omisaki	OMS-2				850.5	5th-13th									[44]		
234	JP	日本	北海道地方	北海道	45.52152402	141.9378463	大岬遺跡	Omisaki	OMS-3				850.5	5th-13th									[44]		
235	JP	日本	北海道地方	北海道	45.52152402	141.9378463	大岬遺跡	Omisaki	OMS-4				850.5	5th-13th									[44]		
236	JP	日本	北海道地方	北海道	45.52152402	141.9378463	大岬遺跡	Omisaki	OMS-5				850.5	5th-13th									[44]		
237	JP	日本	北海道地方	北海道	45.52152402	141.9378463	大岬遺跡	Omisaki	OMS-6				850.5	5th-13th									[44]		
238	JP	日本	北海道地方	北海道	45.52152402	141.9378463	大岬遺跡	Omisaki	OMS-7				850.5	5th-13th									[44]		
239	JP	日本	北海道地方	北海道	45.52152402	141.9378463	大岬遺跡	Omisaki	OMS-8				850.5	5th-13th									[44]		
240	JP	日本	北海道地方	北海道	45.52152402	141.9378463	大岬遺跡	Omisaki	OMS-10				850.5	5th-13th									[44]		
241	JP	日本	北海道地方	北海道	45.52152402	141.9378463	大岬遺跡	Omisaki	OMS-11				850.5	5th-13th									[44]		
242	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-1				850.5	5th-13th									[44]		
243	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-2				850.5	5th-13th									[44]		
244	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-3				850.5	5th-13th									[44]		
245	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-4				850.5	5th-13th									[44]		
246	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-5				850.5	5th-13th									[44]		
247	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-6				850.5	5th-13th									[44]		
248	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-7				850.5	5th-13th									[44]		
249	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-8				850.5	5th-13th									[44]		
250	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-9				850.5	5th-13th									[44]		
251	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-10				850.5	5th-13th									[44]		
252	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-11				850.5	5th-13th									[44]		
253	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-12				850.5	5th-13th									[44]		
254	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-13				850.5	5th-13th									[44]		
255	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-14				850.5	5th-13th									[44]		
256	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-15				850.5	5th-13th									[44]		
257	JP	日本	北海道地方	北海道	45.4328	141.0018	浜中	Hamanaka	HMN-16				850.5	5th-13th									[44]		
259	JP	日本	北海道地方	北海道	45.52152402	141.9378463	Pirikatai	Pirikatai	PRK-1				850.5	5th-13th									[44]		
260	JP	日本	北海道地方	北海道	45.52152402	141.9378463	Tomiiso	Tomiiso	TMI-1				850.5	5th-13th									[44]		
261	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari	FND-1				850.5	5th-13th									[44]		
262	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari	FND-2				850.5	5th-13th									[44]		
267	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	Ohnuma				-1700	3,800-3,500 years BP (4200ybp とされるデータもあり)									[46]		
268	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 5, F5	男性			-1700	3,800-3,500 years BP							D1b2b		[46]	[47]	
269	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 6				-1700	3,800-3,500 years BP									[46]		
270	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 7				-1700	3,800-3,500 years BP									[46]		
271	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 10				-1700	3,800-3,500 years BP (4200ybp とされるデータもあり)									[46]		
272	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 11				-1700	3,800-3,500 years BP (4200ybp とされるデータもあり)									[46]		
273	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 12				-1700	3,800-3,500 years BP (4200ybp とされるデータもあり)									[46]		
274	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 13				-1700	3,800-3,500 years BP (4200ybp とされるデータもあり)									[46]		
275	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 15				-1700	3,800-3,500 years BP (4200ybp とされるデータもあり)									[46]		
276	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 16				-1700	3,800-3,500 years BP (4200ybp とされるデータもあり)									[46]		
277	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 17				-1700	3,800-3,500 years BP (4200ybp とされるデータもあり)									[46]		
278	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 18				-1700	3,800-3,500 years BP (4200ybp とされるデータもあり)									[46]		
279	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 19				-1700	3,800-3,500 years BP (4200ybp とされるデータもあり)									[46]		
280	JP	日本	北海道地方	北海道	45.41584666	141.0183345	船泊遺跡	Funadomari Site (late Jomon; 3,800-3,500 years BP)	No. 23, F23	女性			-1805	3550-3960; 3755 (より精度が低い3,800-3,500 years BP)									[46]	[47]	[48]
281	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	A-No. 8 (child)				-300	2,500-2,000 years BP									[46]		
