Z	X	Y	String
6	11	19	-571935.476411 -1180730.000000 -571935.476411 -1123000.000000
6	11	20	-540944.762285 -1180730.000000 -540944.762285 -1123000.000000
6	11	21	-504411.238493 -1180730.000000 -504411.238493 -1123000.000000
6	11	22	-470224.655721 -1180730.000000 -470224.655721 -1123000.000000
6	11	23	-430407.995987 -1180730.000000 -430407.995987 -1123000.000000
6	11	24	-384921.327514 -1180730.000000 -384921.327514 -1123000.000000
6	11	25	-341825.717883 -1180730.000000 -341825.717883 -1123000.000000
6	11	26	-293206.826427 -1180730.000000 -293206.826427 -1123000.000000
6	11	27	-243137.685361 -1180730.000000 -243137.685361 -1123000.000000
6	11	28	-191840.116078 -1180730.000000 -191840.116078 -1123000.000000
6	11	29	-135524.254032 -1180730.000000 -135524.254032 -1123000.000000
6	11	30	-82425.805389 -1180730.000000 -82425.805389 -1123000.000000
6	11	31	-24840.936296 -1180730.000000 -24840.936296 -1123000.000000
6	11	32	24840.936296 -1180730.000000 24840.936296 -1123000.000000
6	11	33	82425.805389 -1180730.000000 82425.805389 -1123000.000000
6	11	34	135524.254032 -1180730.000000 135524.254032 -1123000.000000
6	11	35	191840.116078 -1180730.000000 191840.116078 -1123000.000000
6	11	36	243137.685361 -1180730.000000 243137.685361 -1123000.000000
6	11	37	293206.826427 -1180730.000000 293206.826427 -1123000.000000
6	11	38	341825.717883 -1180730.000000 341825.717883 -1123000.000000
6	11	39	384921.327514 -1180730.000000 384921.327514 -1123000.000000
6	11	40	430407.995987 -1180730.000000 430407.995987 -1123000.000000
6	11	41	470224.655721 -1180730.000000 470224.655721 -1123000.000000
6	11	42	504411.238493 -1180730.000000 504411.238493 -1123000.000000
6	11	43	540944.762285 -1180730.000000 540944.762285 -1123000.000000
6	11	44	571935.476411 -1180730.000000 571935.476411 -1123000.000000
6	11	45	601423.320212 -1180730.000000 601423.320212 -1123000.000000
6	11	46	625454.838942 -1180730.000000 625454.838942 -1123000.000000
6	11	47	652200.612812 -1180730.000000 652200.612812 -1123000.000000
6	11	48	673633.194178 -1180730.000000 673633.194178 -1123000.000000
6	11	49	693925.510583 -1180730.000000 693925.510583 -1123000.000000
6	11	50	713129.672534 -1180730.000000 713129.672534 -1123000.000000
6	11	51	731336.118895 -1180730.000000 731336.118895 -1123000.000000
6	11	52	744633.034823 -1180730.000000 744633.034823 -1123000.000000
6	11	53	761105.983659 -1180730.000000 761105.983659 -1123000.000000
6	11	54	772757.702517 -1180730.000000 772757.702517 -1123000.000000
6	11	55	783748.020044 -1180730.000000 783748.020044 -1123000.000000
6	11	56	794113.862956 -1180730.000000 794113.862956 -1123000.000000
6	11	57	803849.325091 -1180730.000000 803849.325091 -1123000.000000
6	11	58	813105.778756 -1180730.000000 813105.778756 -1123000.000000
6	11	59	821832.013066 -1180730.000000 821832.013066 -1123000.000000
6	11	60	830134.387872 -1180730.000000 830134.387872 -1123000.000000
6	11	61	834036.994974 -1180730.000000 834036.994974 -1123000.000000
6	11	62	841601.820656 -1180730.000000 841601.820656 -1123000.000000
6	11	63	844808.905408 -1180730.000000 844808.905408 -1123000.000000
6	12	0	-844808.905408 -1123000.000000 -844808.905408 -1065230.000000
6	12	1	-841601.820656 -1123000.000000 -841601.820656 -1065230.000000
6	12	2	-834036.994974 -1123000.000000 -834036.994974 -1065230.000000
6	12	3	-830134.387872 -1123000.000000 -830134.387872 -1065230.000000
6	12	4	-821832.013066 -1123000.000000 -821832.013066 -1065230.000000
6	12	5	-813105.778756 -1123000.000000 -813105.778756 -1065230.000000
6	12	6	-803849.325091 -1123000.000000 -803849.325091 -1065230.000000
6	12	7	-794113.862956 -1123000.000000 -794113.862956 -1065230.000000
6	12	8	-783748.020044 -1123000.000000 -783748.020044 -1065230.000000
6	12	9	-772757.702517 -1123000.000000 -772757.702517 -1065230.000000
6	12	10	-761105.983659 -1123000.000000 -761105.983659 -1065230.000000
6	12	11	-744633.034823 -1123000.000000 -744633.034823 -1065230.000000
6	12	12	-731336.118895 -1123000.000000 -731336.118895 -1065230.000000
6	12	13	-713129.672534 -1123000.000000 -713129.672534 -1065230.000000
6	12	14	-693925.510583 -1123000.000000 -693925.510583 -1065230.000000
6	12	15	-673633.194178 -1123000.000000 -673633.194178 -1065230.000000
6	12	16	-652200.612812 -1123000.000000 -652200.612812 -1065230.000000
6	12	17	-625454.838942 -1123000.000000 -625454.838942 -1065230.000000
6	12	18	-601423.320212 -1123000.000000 -601423.320212 -1065230.000000
6	12	19	-571935.476411 -1123000.000000 -571935.476411 -1065230.000000
6	12	20	-540944.762285 -1123000.000000 -540944.762285 -1065230.000000
6	12	21	-504411.238493 -1123000.000000 -504411.238493 -1065230.000000
6	12	22	-470224.655721 -1123000.000000 -470224.655721 -1065230.000000
6	12	23	-430407.995987 -1123000.000000 -430407.995987 -1065230.000000
6	12	24	-384921.327514 -1123000.000000 -384921.327514 -1065230.000000
6	12	25	-341825.717883 -1123000.000000 -341825.717883 -1065230.000000
6	12	26	-293206.826427 -1123000.000000 -293206.826427 -1065230.000000
6	12	27	-243137.685361 -1123000.000000 -243137.685361 -1065230.000000
6	12	28	-191840.116078 -1123000.000000 -191840.116078 -1065230.000000
6	12	29	-135524.254032 -1123000.000000 -135524.254032 -1065230.000000
6	12	30	-82425.805389 -1123000.000000 -82425.805389 -1065230.000000
6	12	31	-24840.936296 -1123000.000000 -24840.936296 -1065230.000000
6	12	32	24840.936296 -1123000.000000 24840.936296 -1065230.000000
6	12	33	82425.805389 -1123000.000000 82425.805389 -1065230.000000
6	12	34	135524.254032 -1123000.000000 135524.254032 -1065230.000000
6	12	35	191840.116078 -1123000.000000 191840.116078 -1065230.000000
6	12	36	243137.685361 -1123000.000000 243137.685361 -1065230.000000
6	12	37	293206.826427 -1123000.000000 293206.826427 -1065230.000000
6	12	38	341825.717883 -1123000.000000 341825.717883 -1065230.000000
6	12	39	384921.327514 -1123000.000000 384921.327514 -1065230.000000
6	12	40	430407.995987 -1123000.000000 430407.995987 -1065230.000000
6	12	41	470224.655721 -1123000.000000 470224.655721 -1065230.000000
6	12	42	504411.238493 -1123000.000000 504411.238493 -1065230.000000
6	12	43	540944.762285 -1123000.000000 540944.762285 -1065230.000000
6	12	44	571935.476411 -1123000.000000 571935.476411 -1065230.000000
6	12	45	601423.320212 -1123000.000000 601423.320212 -1065230.000000
6	12	46	625454.838942 -1123000.000000 625454.838942 -1065230.000000
6	12	47	652200.612812 -1123000.000000 652200.612812 -1065230.000000
6	12	48	673633.194178 -1123000.000000 673633.194178 -1065230.000000
6	12	49	693925.510583 -1123000.000000 693925.510583 -1065230.000000
6	12	50	713129.672534 -1123000.000000 713129.672534 -1065230.000000
6	12	51	731336.118895 -1123000.000000 731336.118895 -1065230.000000
6	12	52	744633.034823 -1123000.000000 744633.034823 -1065230.000000
6	12	53	761105.983659 -1123000.000000 761105.983659 -1065230.000000
6	12	54	772757.702517 -1123000.000000 772757.702517 -1065230.000000
6	12	55	783748.020044 -1123000.000000 783748.020044 -1065230.000000
6	12	56	794113.862956 -1123000.000000 794113.862956 -1065230.000000
6	12	57	803849.325091 -1123000.000000 803849.325091 -1065230.000000
6	12	58	813105.778756 -1123000.000000 813105.778756 -1065230.000000
6	12	59	821832.013066 -1123000.000000 821832.013066 -1065230.000000
6	12	60	830134.387872 -1123000.000000 830134.387872 -1065230.000000
6	12	61	834036.994974 -1123000.000000 834036.994974 -1065230.000000
6	12	62	841601.820656 -1123000.000000 841601.820656 -1065230.000000
6	12	63	844808.905408 -1123000.000000 844808.905408 -1065230.000000
6	13	0	-844808.905408 -1065230.000000 -844808.905408 -1011500.000000
6	13	1	-841601.820656 -1065230.000000 -841601.820656 -1011500.000000
6	13	2	-834036.994974 -1065230.000000 -834036.994974 -1011500.000000
6	13	3	-830134.387872 -1065230.000000 -830134.387872 -1011500.000000
6	13	4	-821832.013066 -1065230.000000 -821832.013066 -1011500.000000
6	13	5	-813105.778756 -1065230.000000 -813105.778756 -1011500.000000
6	13	6	-803849.325091 -1065230.000000 -803849.325091 -1011500.000000
6	13	7	-794113.862956 -1065230.000000 -794113.862956 -1011500.000000
6	13	8	-783748.020044 -1065230.000000 -783748.020044 -1011500.000000
6	13	9	-772757.702517 -1065230.000000 -772757.702517 -1011500.000000
6	13	10	-761105.983659 -1065230.000000 -761105.983659 -1011500.000000
6	13	11	-744633.034823 -1065230.000000 -744633.034823 -1011500.000000
6	13	12	-731336.118895 -1065230.000000 -731336.118895 -1011500.000000
6	13	13	-713129.672534 -1065230.000000 -713129.672534 -1011500.000000
6	13	14	-693925.510583 -1065230.000000 -693925.510583 -1011500.000000
6	13	15	-673633.194178 -1065230.000000 -673633.194178 -1011500.000000
6	13	16	-652200.612812 -1065230.000000 -652200.612812 -1011500.000000
6	13	17	-625454.838942 -1065230.000000 -625454.838942 -1011500.000000
6	13	18	-601423.320212 -1065230.000000 -601423.320212 -1011500.000000
6	13	19	-571935.476411 -1065230.000000 -571935.476411 -1011500.000000
6	13	20	-540944.762285 -1065230.000000 -540944.762285 -1011500.000000
6	13	21	-504411.238493 -1065230.000000 -504411.238493 -1011500.000000
6	13	22	-470224.655721 -1065230.000000 -470224.655721 -1011500.000000
6	13	23	-430407.995987 -1065230.000000 -430407.995987 -1011500.000000
6	13	24	-384921.327514 -1065230.000000 -384921.327514 -1011500.000000
6	13	25	-341825.717883 -1065230.000000 -341825.717883 -1011500.000000
6	13	26	-293206.826427 -1065230.000000 -293206.826427 -1011500.000000
6	13	27	-243137.685361 -1065230.000000 -243137.685361 -1011500.000000
6	13	28	-191840.116078 -1065230.000000 -191840.116078 -1011500.000000
6	13	29	-135524.254032 -1065230.000000 -135524.254032 -1011500.000000
6	13	30	-82425.805389 -1065230.000000 -82425.805389 -1011500.000000
6	13	31	-24840.936296 -1065230.000000 -24840.936296 -1011500.000000
6	13	32	24840.936296 -1065230.000000 24840.936296 -1011500.000000
6	13	33	82425.805389 -1065230.000000 82425.805389 -1011500.000000
6	13	34	135524.254032 -1065230.000000 135524.254032 -1011500.000000
6	13	35	191840.116078 -1065230.000000 191840.116078 -1011500.000000
6	13	36	243137.685361 -1065230.000000 243137.685361 -1011500.000000
6	13	37	293206.826427 -1065230.000000 293206.826427 -1011500.000000
6	13	38	341825.717883 -1065230.000000 341825.717883 -1011500.000000
6	13	39	384921.327514 -1065230.000000 384921.327514 -1011500.000000
6	13	40	430407.995987 -1065230.000000 430407.995987 -1011500.000000
6	13	41	470224.655721 -1065230.000000 470224.655721 -1011500.000000
6	13	42	504411.238493 -1065230.000000 504411.238493 -1011500.000000
6	13	43	540944.762285 -1065230.000000 540944.762285 -1011500.000000
6	13	44	571935.476411 -1065230.000000 571935.476411 -1011500.000000
6	13	45	601423.320212 -1065230.000000 601423.320212 -1011500.000000
6	13	46	625454.838942 -1065230.000000 625454.838942 -1011500.000000
6	13	47	652200.612812 -1065230.000000 652200.612812 -1011500.000000
6	13	48	673633.194178 -1065230.000000 673633.194178 -1011500.000000
6	13	49	693925.510583 -1065230.000000 693925.510583 -1011500.000000
6	13	50	713129.672534 -1065230.000000 713129.672534 -1011500.000000
6	13	51	731336.118895 -1065230.000000 731336.118895 -1011500.000000
6	13	52	744633.034823 -1065230.000000 744633.034823 -1011500.000000
6	13	53	761105.983659 -1065230.000000 761105.983659 -1011500.000000
6	13	54	772757.702517 -1065230.000000 772757.702517 -1011500.000000
6	13	55	783748.020044 -1065230.000000 783748.020044 -1011500.000000
6	13	56	794113.862956 -1065230.000000 794113.862956 -1011500.000000
6	13	57	803849.325091 -1065230.000000 803849.325091 -1011500.000000
6	13	58	813105.778756 -1065230.000000 813105.778756 -1011500.000000
6	13	59	821832.013066 -1065230.000000 821832.013066 -1011500.000000
6	13	60	830134.387872 -1065230.000000 830134.387872 -1011500.000000
6	13	61	834036.994974 -1065230.000000 834036.994974 -1011500.000000
6	13	62	841601.820656 -1065230.000000 841601.820656 -1011500.000000
6	13	63	844808.905408 -1065230.000000 844808.905408 -1011500.000000
6	14	0	-844808.905408 -1011500.000000 -844808.905408 -953730.000000
6	14	1	-841601.820656 -1011500.000000 -841601.820656 -953730.000000
6	14	2	-834036.994974 -1011500.000000 -834036.994974 -953730.000000
6	14	3	-830134.387872 -1011500.000000 -830134.387872 -953730.000000
6	14	4	-821832.013066 -1011500.000000 -821832.013066 -953730.000000
6	14	5	-813105.778756 -1011500.000000 -813105.778756 -953730.000000
6	14	6	-803849.325091 -1011500.000000 -803849.325091 -953730.000000
6	14	7	-794113.862956 -1011500.000000 -794113.862956 -953730.000000
6	14	8	-783748.020044 -1011500.000000 -783748.020044 -953730.000000
6	14	9	-772757.702517 -1011500.000000 -772757.702517 -953730.000000
6	14	10	-761105.983659 -1011500.000000 -761105.983659 -953730.000000
6	14	11	-744633.034823 -1011500.000000 -744633.034823 -953730.000000
6	14	12	-731336.118895 -1011500.000000 -731336.118895 -953730.000000
6	14	13	-713129.672534 -1011500.000000 -713129.672534 -953730.000000
6	14	14	-693925.510583 -1011500.000000 -693925.510583 -953730.000000
6	14	15	-673633.194178 -1011500.000000 -673633.194178 -953730.000000
6	14	16	-652200.612812 -1011500.000000 -652200.612812 -953730.000000
6	14	17	-625454.838942 -1011500.000000 -625454.838942 -953730.000000
6	14	18	-601423.320212 -1011500.000000 -601423.320212 -953730.000000
6	14	19	-571935.476411 -1011500.000000 -571935.476411 -953730.000000
6	14	20	-540944.762285 -1011500.000000 -540944.762285 -953730.000000
6	14	21	-504411.238493 -1011500.000000 -504411.238493 -953730.000000
6	14	22	-470224.655721 -1011500.000000 -470224.655721 -953730.000000
6	14	23	-430407.995987 -1011500.000000 -430407.995987 -953730.000000
6	14	24	-384921.327514 -1011500.000000 -384921.327514 -953730.000000
6	14	25	-341825.717883 -1011500.000000 -341825.717883 -953730.000000
6	14	26	-293206.826427 -1011500.000000 -293206.826427 -953730.000000
6	14	27	-243137.685361 -1011500.000000 -243137.685361 -953730.000000
6	14	28	-191840.116078 -1011500.000000 -191840.116078 -953730.000000
6	14	29	-135524.254032 -1011500.000000 -135524.254032 -953730.000000
6	14	30	-82425.805389 -1011500.000000 -82425.805389 -953730.000000
6	14	31	-24840.936296 -1011500.000000 -24840.936296 -953730.000000
6	14	32	24840.936296 -1011500.000000 24840.936296 -953730.000000
6	14	33	82425.805389 -1011500.000000 82425.805389 -953730.000000
6	14	34	135524.254032 -1011500.000000 135524.254032 -953730.000000
6	14	35	191840.116078 -1011500.000000 191840.116078 -953730.000000
6	14	36	243137.685361 -1011500.000000 243137.685361 -953730.000000
6	14	37	293206.826427 -1011500.000000 293206.826427 -953730.000000
6	14	38	341825.717883 -1011500.000000 341825.717883 -953730.000000
6	14	39	384921.327514 -1011500.000000 384921.327514 -953730.000000
6	14	40	430407.995987 -1011500.000000 430407.995987 -953730.000000
6	14	41	470224.655721 -1011500.000000 470224.655721 -953730.000000
6	14	42	504411.238493 -1011500.000000 504411.238493 -953730.000000
6	14	43	540944.762285 -1011500.000000 540944.762285 -953730.000000
6	14	44	571935.476411 -1011500.000000 571935.476411 -953730.000000
6	14	45	601423.320212 -1011500.000000 601423.320212 -953730.000000
6	14	46	625454.838942 -1011500.000000 625454.838942 -953730.000000
6	14	47	652200.612812 -1011500.000000 652200.612812 -953730.000000
6	14	48	673633.194178 -1011500.000000 673633.194178 -953730.000000
6	14	49	693925.510583 -1011500.000000 693925.510583 -953730.000000
6	14	50	713129.672534 -1011500.000000 713129.672534 -953730.000000
6	14	51	731336.118895 -1011500.000000 731336.118895 -953730.000000
6	14	52	744633.034823 -1011500.000000 744633.034823 -953730.000000
6	14	53	761105.983659 -1011500.000000 761105.983659 -953730.000000
6	14	54	772757.702517 -1011500.000000 772757.702517 -953730.000000
6	14	55	783748.020044 -1011500.000000 783748.020044 -953730.000000
6	14	56	794113.862956 -1011500.000000 794113.862956 -953730.000000
6	14	57	803849.325091 -1011500.000000 803849.325091 -953730.000000
6	14	58	813105.778756 -1011500.000000 813105.778756 -953730.000000
6	14	59	821832.013066 -1011500.000000 821832.013066 -953730.000000
6	14	60	830134.387872 -1011500.000000 830134.387872 -953730.000000
6	14	61	834036.994974 -1011500.000000 834036.994974 -953730.000000
6	14	62	841601.820656 -1011500.000000 841601.820656 -953730.000000
6	14	63	844808.905408 -1011500.000000 844808.905408 -953730.000000
6	15	0	-844808.905408 -953730.000000 -844808.905408 -900000.000000
6	15	1	-841601.820656 -953730.000000 -841601.820656 -900000.000000
6	15	2	-834036.994974 -953730.000000 -834036.994974 -900000.000000
6	15	3	-830134.387872 -953730.000000 -830134.387872 -900000.000000
6	15	4	-821832.013066 -953730.000000 -821832.013066 -900000.000000
6	15	5	-813105.778756 -953730.000000 -813105.778756 -900000.000000
6	15	6	-803849.325091 -953730.000000 -803849.325091 -900000.000000
6	15	7	-794113.862956 -953730.000000 -794113.862956 -900000.000000
6	15	8	-783748.020044 -953730.000000 -783748.020044 -900000.000000
6	15	9	-772757.702517 -953730.000000 -772757.702517 -900000.000000
6	15	10	-761105.983659 -953730.000000 -761105.983659 -900000.000000
6	15	11	-744633.034823 -953730.000000 -744633.034823 -900000.000000
6	15	12	-731336.118895 -953730.000000 -731336.118895 -900000.000000
6	15	13	-713129.672534 -953730.000000 -713129.672534 -900000.000000
6	15	14	-693925.510583 -953730.000000 -693925.510583 -900000.000000
6	15	15	-673633.194178 -953730.000000 -673633.194178 -900000.000000
6	15	16	-652200.612812 -953730.000000 -652200.612812 -900000.000000
6	15	17	-625454.838942 -953730.000000 -625454.838942 -900000.000000
6	15	18	-601423.320212 -953730.000000 -601423.320212 -900000.000000
6	15	19	-571935.476411 -953730.000000 -571935.476411 -900000.000000
6	15	20	-540944.762285 -953730.000000 -540944.762285 -900000.000000
6	15	21	-504411.238493 -953730.000000 -504411.238493 -900000.000000
6	15	22	-470224.655721 -953730.000000 -470224.655721 -900000.000000
6	15	23	-430407.995987 -953730.000000 -430407.995987 -900000.000000
6	15	24	-384921.327514 -953730.000000 -384921.327514 -900000.000000
6	15	25	-341825.717883 -953730.000000 -341825.717883 -900000.000000
6	15	26	-293206.826427 -953730.000000 -293206.826427 -900000.000000
6	15	27	-243137.685361 -953730.000000 -243137.685361 -900000.000000
6	15	28	-191840.116078 -953730.000000 -191840.116078 -900000.000000
6	15	29	-135524.254032 -953730.000000 -135524.254032 -900000.000000
6	15	30	-82425.805389 -953730.000000 -82425.805389 -900000.000000
6	15	31	-24840.936296 -953730.000000 -24840.936296 -900000.000000
6	15	32	24840.936296 -953730.000000 24840.936296 -900000.000000
6	15	33	82425.805389 -953730.000000 82425.805389 -900000.000000
6	15	34	135524.254032 -953730.000000 135524.254032 -900000.000000
6	15	35	191840.116078 -953730.000000 191840.116078 -900000.000000
6	15	36	243137.685361 -953730.000000 243137.685361 -900000.000000
6	15	37	293206.826427 -953730.000000 293206.826427 -900000.000000
6	15	38	341825.717883 -953730.000000 341825.717883 -900000.000000
6	15	39	384921.327514 -953730.000000 384921.327514 -900000.000000
6	15	40	430407.995987 -953730.000000 430407.995987 -900000.000000
6	15	41	470224.655721 -953730.000000 470224.655721 -900000.000000
6	15	42	504411.238493 -953730.000000 504411.238493 -900000.000000
6	15	43	540944.762285 -953730.000000 540944.762285 -900000.000000
6	15	44	571935.476411 -953730.000000 571935.476411 -900000.000000
6	15	45	601423.320212 -953730.000000 601423.320212 -900000.000000
6	15	46	625454.838942 -953730.000000 625454.838942 -900000.000000
6	15	47	652200.612812 -953730.000000 652200.612812 -900000.000000
6	15	48	673633.194178 -953730.000000 673633.194178 -900000.000000
6	15	49	693925.510583 -953730.000000 693925.510583 -900000.000000
6	15	50	713129.672534 -953730.000000 713129.672534 -900000.000000
6	15	51	731336.118895 -953730.000000 731336.118895 -900000.000000
6	15	52	744633.034823 -953730.000000 744633.034823 -900000.000000
6	15	53	761105.983659 -953730.000000 761105.983659 -900000.000000
6	15	54	772757.702517 -953730.000000 772757.702517 -900000.000000
6	15	55	783748.020044 -953730.000000 783748.020044 -900000.000000
6	15	56	794113.862956 -953730.000000 794113.862956 -900000.000000
6	15	57	803849.325091 -953730.000000 803849.325091 -900000.000000
6	15	58	813105.778756 -953730.000000 813105.778756 -900000.000000
6	15	59	821832.013066 -953730.000000 821832.013066 -900000.000000
6	15	60	830134.387872 -953730.000000 830134.387872 -900000.000000
6	15	61	834036.994974 -953730.000000 834036.994974 -900000.000000
6	15	62	841601.820656 -953730.000000 841601.820656 -900000.000000
6	15	63	844808.905408 -953730.000000 844808.905408 -900000.000000
6	16	0	-844808.905408 -900000.000000 -844808.905408 -842230.000000
6	16	1	-841601.820656 -900000.000000 -841601.820656 -842230.000000
6	16	2	-834036.994974 -900000.000000 -834036.994974 -842230.000000
6	16	3	-830134.387872 -900000.000000 -830134.387872 -842230.000000
6	16	4	-821832.013066 -900000.000000 -821832.013066 -842230.000000
6	16	5	-813105.778756 -900000.000000 -813105.778756 -842230.000000
6	16	6	-803849.325091 -900000.000000 -803849.325091 -842230.000000
6	16	7	-794113.862956 -900000.000000 -794113.862956 -842230.000000
6	16	8	-783748.020044 -900000.000000 -783748.020044 -842230.000000
6	16	9	-772757.702517 -900000.000000 -772757.702517 -842230.000000
6	16	10	-761105.983659 -900000.000000 -761105.983659 -842230.000000
6	16	11	-744633.034823 -900000.000000 -744633.034823 -842230.000000
6	16	12	-731336.118895 -900000.000000 -731336.118895 -842230.000000
6	16	13	-713129.672534 -900000.000000 -713129.672534 -842230.000000
6	16	14	-693925.510583 -900000.000000 -693925.510583 -842230.000000
6	16	15	-673633.194178 -900000.000000 -673633.194178 -842230.000000
6	16	16	-652200.612812 -900000.000000 -652200.612812 -842230.000000
6	16	17	-625454.838942 -900000.000000 -625454.838942 -842230.000000
6	16	18	-601423.320212 -900000.000000 -601423.320212 -842230.000000
6	16	19	-571935.476411 -900000.000000 -571935.476411 -842230.000000
6	16	20	-540944.762285 -900000.000000 -540944.762285 -842230.000000
6	16	21	-504411.238493 -900000.000000 -504411.238493 -842230.000000
6	16	22	-470224.655721 -900000.000000 -470224.655721 -842230.000000
6	16	23	-430407.995987 -900000.000000 -430407.995987 -842230.000000
6	16	24	-384921.327514 -900000.000000 -384921.327514 -842230.000000
6	16	25	-341825.717883 -900000.000000 -341825.717883 -842230.000000
6	16	26	-293206.826427 -900000.000000 -293206.826427 -842230.000000
6	16	27	-243137.685361 -900000.000000 -243137.685361 -842230.000000
6	16	28	-191840.116078 -900000.000000 -191840.116078 -842230.000000
6	16	29	-135524.254032 -900000.000000 -135524.254032 -842230.000000
6	16	30	-82425.805389 -900000.000000 -82425.805389 -842230.000000
6	16	31	-24840.936296 -900000.000000 -24840.936296 -842230.000000
6	16	32	24840.936296 -900000.000000 24840.936296 -842230.000000
6	16	33	82425.805389 -900000.000000 82425.805389 -842230.000000
6	16	34	135524.254032 -900000.000000 135524.254032 -842230.000000
6	16	35	191840.116078 -900000.000000 191840.116078 -842230.000000
6	16	36	243137.685361 -900000.000000 243137.685361 -842230.000000
6	16	37	293206.826427 -900000.000000 293206.826427 -842230.000000
6	16	38	341825.717883 -900000.000000 341825.717883 -842230.000000
6	16	39	384921.327514 -900000.000000 384921.327514 -842230.000000
6	16	40	430407.995987 -900000.000000 430407.995987 -842230.000000
6	16	41	470224.655721 -900000.000000 470224.655721 -842230.000000
6	16	42	504411.238493 -900000.000000 504411.238493 -842230.000000
6	16	43	540944.762285 -900000.000000 540944.762285 -842230.000000
6	16	44	571935.476411 -900000.000000 571935.476411 -842230.000000
6	16	45	601423.320212 -900000.000000 601423.320212 -842230.000000
6	16	46	625454.838942 -900000.000000 625454.838942 -842230.000000
6	16	47	652200.612812 -900000.000000 652200.612812 -842230.000000
6	16	48	673633.194178 -900000.000000 673633.194178 -842230.000000
6	16	49	693925.510583 -900000.000000 693925.510583 -842230.000000
6	16	50	713129.672534 -900000.000000 713129.672534 -842230.000000
6	16	51	731336.118895 -900000.000000 731336.118895 -842230.000000
6	16	52	744633.034823 -900000.000000 744633.034823 -842230.000000
6	16	53	761105.983659 -900000.000000 761105.983659 -842230.000000
6	16	54	772757.702517 -900000.000000 772757.702517 -842230.000000
6	16	55	783748.020044 -900000.000000 783748.020044 -842230.000000
6	16	56	794113.862956 -900000.000000 794113.862956 -842230.000000
6	16	57	803849.325091 -900000.000000 803849.325091 -842230.000000
6	16	58	813105.778756 -900000.000000 813105.778756 -842230.000000
6	16	59	821832.013066 -900000.000000 821832.013066 -842230.000000
6	16	60	830134.387872 -900000.000000 830134.387872 -842230.000000
6	16	61	834036.994974 -900000.000000 834036.994974 -842230.000000
6	16	62	841601.820656 -900000.000000 841601.820656 -842230.000000
6	16	63	844808.905408 -900000.000000 844808.905408 -842230.000000
6	17	0	-844808.905408 -842230.000000 -844808.905408 -784500.000000
6	17	1	-841601.820656 -842230.000000 -841601.820656 -784500.000000
6	17	2	-834036.994974 -842230.000000 -834036.994974 -784500.000000
6	17	3	-830134.387872 -842230.000000 -830134.387872 -784500.000000
6	17	4	-821832.013066 -842230.000000 -821832.013066 -784500.000000
6	17	5	-813105.778756 -842230.000000 -813105.778756 -784500.000000
6	17	6	-803849.325091 -842230.000000 -803849.325091 -784500.000000
6	17	7	-794113.862956 -842230.000000 -794113.862956 -784500.000000
6	17	8	-783748.020044 -842230.000000 -783748.020044 -784500.000000
6	17	9	-772757.702517 -842230.000000 -772757.702517 -784500.000000
6	17	10	-761105.983659 -842230.000000 -761105.983659 -784500.000000
6	17	11	-744633.034823 -842230.000000 -744633.034823 -784500.000000
6	17	12	-731336.118895 -842230.000000 -731336.118895 -784500.000000
6	17	13	-713129.672534 -842230.000000 -713129.672534 -784500.000000
6	17	14	-693925.510583 -842230.000000 -693925.510583 -784500.000000
6	17	15	-673633.194178 -842230.000000 -673633.194178 -784500.000000
6	17	16	-652200.612812 -842230.000000 -652200.612812 -784500.000000
6	17	17	-625454.838942 -842230.000000 -625454.838942 -784500.000000
6	17	18	-601423.320212 -842230.000000 -601423.320212 -784500.000000
6	17	19	-571935.476411 -842230.000000 -571935.476411 -784500.000000
6	17	20	-540944.762285 -842230.000000 -540944.762285 -784500.000000
6	17	21	-504411.238493 -842230.000000 -504411.238493 -784500.000000
6	17	22	-470224.655721 -842230.000000 -470224.655721 -784500.000000
6	17	23	-430407.995987 -842230.000000 -430407.995987 -784500.000000
6	17	24	-384921.327514 -842230.000000 -384921.327514 -784500.000000
6	17	25	-341825.717883 -842230.000000 -341825.717883 -784500.000000
6	17	26	-293206.826427 -842230.000000 -293206.826427 -784500.000000
6	17	27	-243137.685361 -842230.000000 -243137.685361 -784500.000000
6	17	28	-191840.116078 -842230.000000 -191840.116078 -784500.000000
6	17	29	-135524.254032 -842230.000000 -135524.254032 -784500.000000
6	17	30	-82425.805389 -842230.000000 -82425.805389 -784500.000000
6	17	31	-24840.936296 -842230.000000 -24840.936296 -784500.000000
6	17	32	24840.936296 -842230.000000 24840.936296 -784500.000000
6	17	33	82425.805389 -842230.000000 82425.805389 -784500.000000
6	17	34	135524.254032 -842230.000000 135524.254032 -784500.000000
6	17	35	191840.116078 -842230.000000 191840.116078 -784500.000000
6	17	36	243137.685361 -842230.000000 243137.685361 -784500.000000
6	17	37	293206.826427 -842230.000000 293206.826427 -784500.000000
6	17	38	341825.717883 -842230.000000 341825.717883 -784500.000000
6	17	39	384921.327514 -842230.000000 384921.327514 -784500.000000
6	17	40	430407.995987 -842230.000000 430407.995987 -784500.000000
6	17	41	470224.655721 -842230.000000 470224.655721 -784500.000000
6	17	42	504411.238493 -842230.000000 504411.238493 -784500.000000
6	17	43	540944.762285 -842230.000000 540944.762285 -784500.000000
6	17	44	571935.476411 -842230.000000 571935.476411 -784500.000000
6	17	45	601423.320212 -842230.000000 601423.320212 -784500.000000
