key	ja-JP	latitude	longitude	texture	first_year	last_year	所在地	時代	種別
SiteKR351	南澗精舎	36.3481857	127.4589703	BlueCircle	1392	1897	대전광역시 동구 가양동 3	朝鮮	建造物
SiteKR352	孝婦宜寧南氏旌閭	36.79036049	127.0808786	BlueCircle	1392	1897	충청남도 아산시 탕정면 매곡리 552-2	朝鮮	建造物
SiteKR353	烈女平山申氏旌閭	36.85692365	126.9514998	BlueCircle	1392	1897	충청남도 아산시 영인면 아산리 230-7	朝鮮	建造物
SiteKR354	牙山里 碑石群	36.85622026	126.9547124	BlueCircle	1392	1897	충청남도 아산시 영인면 아산리 445-1	朝鮮	建造物
SiteKR355	趙萬永 永世不忘碑	36.85794656	126.9529911	BlueCircle	1392	1897	충청남도 아산시 영인면 아산리 233	朝鮮	建造物
SiteKR356	獨聖書社	36.83343433	126.990828	BlueCircle	1392	1897	충청남도 아산시 염치읍 동정리 179	朝鮮	建造物
SiteKR357	孝子全孝元旌閭	36.74405292	127.0633404	BlueCircle	1392	1897	충청남도 아산시 배방읍 회룡리 산48	朝鮮	建造物
SiteKR358	廣州李氏光陵府院君派墓域	37.5602596	127.1301029	Enpun	1392	1897	서울특별시 강동구 암사동 산12-1 외	朝鮮	墓
SiteKR359	文僖公柳瑲墓域	37.5469099	127.1698067	Enpun	1392	1897	서울특별시 강동구 상일동 190	朝鮮	墓
SiteKR360	鳳凰亭	37.5116639	127.6349904	BlueCircle	1392	1897	경기도 양평군 용문면 광탄리 239-1	朝鮮	建造物
SiteKR361	擇勝亭	37.50894275	127.6333184	BlueCircle	1392	1897	경기도 양평군 용문면 광탄리 175-3	朝鮮	建造物
SiteKR362	洗心亭	37.51156094	127.591939	BlueCircle	1392	1897	경기도 양평군 용문면 덕촌리 309-2	朝鮮	建造物
SiteKR363	趙旭先生墓	37.51792992	127.5976558	Enpun	1392	1897	경기도 양평군 용문면 덕촌리 산7	朝鮮	古い墓
SiteKR364	沈相愚墓	38.04393115	126.9799405	Enpun	1392	1897	경기도 연천군 미산면 유촌리  산 123	朝鮮	古い墓
SiteKR365	延川崇義殿祭礼	38.02371328	126.9730162	BlueCircle	1392	1897	경기도 연천군 미산면 아미리 7	朝鮮	의례
SiteKR366	金潛墓	38.10312064	127.0674795	Enpun	1392	1897	경기도 연천군 연천읍 읍내리  산 1-1	朝鮮	古い墓
SiteKR367	老谷二里山壇祭礼	37.99467495	126.9262548	BlueCircle	1392	1897	경기도 연천군 백학면 노곡리  585-1	朝鮮	의례
SiteKR368	沈德符墓	38.03444593	126.9499569	Enpun	1392	1897	경기도 연천군 미산면 아미리 산 110	朝鮮	古い墓
SiteKR369	李陽昭墓	38.15986237	127.0305885	Enpun	1392	1897	경기도 연천군 중면 적거리  산 21	朝鮮	古い墓
SiteKR370	隠居堂址	38.09221082	126.9542974	BlueCircle	1392	1897	경기도 연천군 왕징면 강서리  798	朝鮮	생가터
SiteKR371	申浩墓	38.05703605	126.9839913	Enpun	1392	1897	경기도 연천군 미산면 유촌리  산 140-2	朝鮮	古い墓
SiteKR372	牧隱李穡影堂	38.07034833	126.9806441	BlueCircle	1392	1897	경기도 연천군 왕징면 노동리 316	朝鮮	建造物
SiteKR373	全期皇后陵址	38.14433404	127.0615231	Enpun	1392	1897	경기도 연천군 연천읍 상리  산 145	朝鮮	古い墓
SiteKR374	李鎭武墓	38.07708366	127.0503073	Enpun	1392	1897	경기도 연천군 군남면 왕림리  산 38	朝鮮	古い墓
SiteKR375	權熙墓	38.02696627	126.8725487	Enpun	1392	1897	경기도 연천군 백학면 두현리  산 167	朝鮮	古い墓
SiteKR376	渼江書院址	38.01144603	126.9900158	BlueCircle	1392	1897	경기도 연천군 미산면 동이리  737-2	朝鮮	建物지
SiteKR377	洪吉敏墓	38.01089522	126.8621492	Enpun	1392	1897	경기도 연천군 장남면 판부리  산 24	朝鮮	古い墓
SiteKR378	王順禮墓	38.02645953	126.975692	Enpun	1392	1897	경기도 연천군 미산면 아미리 산 9	朝鮮	古い墓
SiteKR379	妙法蓮華経	35.12038223	128.8955239	BlueCircle	1392	1897	부산광역시 강서구 녹산동 35-1	朝鮮	서적
SiteKR380	上紙銀泥 妙法蓮華経 巻二	35.12038223	128.8955239	BlueCircle	1392	1897	부산광역시 강서구 녹산동 35-1	朝鮮	서적
SiteKR381	和昌君墓	37.764797	127.072532	Enpun	1392	1897	경기도 의정부시 금오동 산23-1	朝鮮	古い墓
SiteKR382	景明君墓	37.741803	127.071193	Enpun	1392	1897	경기도 의정부시 신곡동 산25-1	朝鮮	古い墓
SiteKR383	李聖重墓	37.755169	127.091543	Enpun	1392	1897	경기도 의정부시 자일동 산143	朝鮮	古い墓
SiteKR384	申永哲墓碣	37.751865	127.098183	Enpun	1392	1897	경기도 의정부시 낙양동 산117	朝鮮	古い墓
SiteKR385	懿恵公主・韓景祿双墳墓	37.696292	127.036621	Enpun	1392	1897	경기도 의정부시 호원동 산119-39	朝鮮	古い墓
SiteKR386	前僉 柳世龜墓域	37.710966	127.101387	Enpun	1392	1897	경기도 의정부시 신곡동 산94-3	朝鮮	古い墓
SiteKR387	昌原鎭海望柱石	35.14882748	128.6631795	Enpun	1392	1897	경상남도 창원시 진해구 제황산동28-6	朝鮮	陵墓彫刻
SiteKR388	南原 朴亨基家屋	35.33820555	127.3756128	BlueCircle	1392	1897	전북특별자치도 남원시 수지면 호곡리 270-1	朝鮮	가옥
SiteKR389	南原 養士齋	35.40701065	127.3664209	BlueCircle	1392	1897	전북특별자치도 남원시 왕정동 532-1	朝鮮	建造物
SiteKR390	臨場書院	38.09262253	127.0811984	BlueCircle	1392	1897	경기도 연천군 연천읍 동막리 490	朝鮮	建造物
SiteKR391	江陵金氏墓域	38.07691097	127.1022592	Enpun	1392	1897	경기도 연천군 연천읍 통현리  산 6-1	朝鮮	古い墓
SiteKR392	南宣先生墓および神道碑	37.70565001	127.1177356	Enpun	1392	1897	경기도 남양주시 별내면 청학리 산77	朝鮮	墓
SiteKR393	趙末生神道碑	37.5930276	127.1779566	BlueCircle	1392	1897	경기도 남양주시 수석동 61-1	朝鮮	기념물
SiteKR394	杞溪柳氏墓域および神道碑	37.6342109	127.2946559	Enpun	1392	1897	경기도 남양주시 화도읍 차산리 775-4	朝鮮	墓
SiteKR395	全州柳氏墓域	37.675309	127.117263	Enpun	1392	1897	경기도 남양주시 별내동 산210-1	朝鮮	墓
SiteKR396	全州李氏宣城君派名山宗中墓域	37.716179	127.098943	Enpun	1392	1897	경기도 의정부시 고산동 산116-1	朝鮮	古い墓
SiteKR397	懿順公主大祭	37.738896	127.091146	BlueCircle	1392	1897	경기도 의정부시 민락동 612	朝鮮	의식
SiteKR398	鄭逑墓域	37.743061	127.077366	Enpun	1392	1897	경기도 의정부시 용현동 산15-9	朝鮮	古い墓
SiteKR399	龍蛇日記木板	35.40991118	128.333326	BlueCircle	1392	1897		朝鮮	목판
SiteKR400	望友堂行状	35.90983292	127.1553713	BlueCircle	1392	1897	전라북도 완주군 봉동읍 구만리 529-1	朝鮮	서적
SiteKR401	葛谷 淵亭	36.71885447	126.9140597	BlueCircle	1392	1897	충청남도 아산시 도고면 화천리 479-2	朝鮮	建造物
SiteKR402	孝子金益生旌閭	36.72731849	126.9112809	BlueCircle	1392	1897	충청남도 아산시 도고면 도산리 270-1	朝鮮	建造物
SiteKR403	孝婦東萊鄭氏旌閭	36.80703454	126.9322871	BlueCircle	1392	1897	충청남도 아산시 신창면 신달리 501-51	朝鮮	建造物
SiteKR404	孝子旌信碑	36.76969812	127.01461	BlueCircle	1392	1897	충청남도 아산시 풍기동 424	朝鮮	建造物
SiteKR405	松岳ドゥレ田植え（※農耕儀礼）	36.73361887	127.0103548	BlueCircle	1392	1897	충청남도 아산시 송악면 외암리 582-4	朝鮮	생업
SiteKR406	草家場および塀場	36.72996319	127.0179677	BlueCircle	1392	1897	충청남도 아산시 송악면 외암리 84	朝鮮	공예기술
SiteKR407	永仁山城	36.84855613	126.9342706	BlueCircle	1392	1897	충청남도 아산시 영인면 상성리 산29-1(영인산 정상부)	朝鮮	建造物
SiteKR408	城内里碑石群	36.88141921	126.9940492	BlueCircle	1392	1897	충청남도 아산시 영인면 성내리 산24	朝鮮	建造物
SiteKR409	烈女慶州裵氏旌閭	36.87358727	126.9462296	BlueCircle	1392	1897	충청남도 아산시 영인면 신운리 292-4	朝鮮	建造物
SiteKR410	司令官奴婢案（※文書）	35.54540564	128.5054413	BlueCircle	1392	1897	경상남도 창녕군 창녕읍 교리 86	朝鮮	古文書
SiteKR411	梁山通度寺 昌寧布敎堂 観音菩薩・大勢至仏像	35.53955968	128.5030475	BlueCircle	1392	1897	경상남도 창녕군 창녕읍 말흘리 123-2	朝鮮	彫刻
SiteKR412	昌寧縣監碑群	35.540771	128.501586	BlueCircle	1392	1897	경상남도 창녕군 창녕읍 교상리 28-22	朝鮮	彫刻
SiteKR413	昌寧觀龍寺七星閣	35.53273394	128.5535265	BlueCircle	1392	1897	경상남도 창녕군 창녕읍 옥천리 292	朝鮮	建造物
SiteKR414	昌寧觀龍寺冥府殿	35.53273394	128.5535265	BlueCircle	1392	1897	경상남도 창녕군 창녕읍 옥천리 292	朝鮮	建造物
SiteKR415	昌寧觀龍寺法鼓	35.53273394	128.5535265	BlueCircle	1392	1897	경상남도 창녕군 창녕읍 옥천리 292	朝鮮	공예품
SiteKR416	昌寧觀龍寺仏画	35.53273394	128.5535265	BlueCircle	1392	1897	경상남도 창녕군 창녕읍 옥천리 292	朝鮮	絵画
SiteKR417	宜寧加幕山烽燧臺	35.35173671	128.3733707	BlueCircle	1392	1897	경상남도 의령군 정곡면 백곡리 산94	朝鮮	봉수대
SiteKR418	宜寧白蓮庵木造菩薩坐像および腹蔵遺物	35.37742501	128.2155283	BlueCircle	1392	1897		朝鮮	仏像
SiteKR419	宜寧修道寺石造阿弥陀如来三尊像および腹蔵遺物	35.38023922	128.2516694	BlueCircle	1392	1897		朝鮮	仏像
SiteKR420	宜寧修道寺甘露幀	35.47540912	129.0563672	BlueCircle	1392	1897		朝鮮	불화
SiteKR421	宜寧七旌閭	35.32250278	128.2674705	BlueCircle	1392	1897	경상남도 의령군 의령읍 동동리 1134-1,1134-2,1134-3	朝鮮	建造物
SiteKR422	麗水防踏鎭城および掘江	34.61665892	127.7187007	BlueCircle	1392	1897	전라남도 여수시 돌산읍 군내리 1545 일원	朝鮮	선소
SiteKR423	許穆眉叟記言木板	35.31468812	128.2594317	BlueCircle	1392	1897		朝鮮	책판
SiteKR424	宜寧郷校	35.32212297	128.2579283	BlueCircle	1392	1897		朝鮮	建造物
SiteKR425	宜寧鄕約社倉契節目	35.34371303	128.3028993	BlueCircle	1392	1897		朝鮮	古文書
SiteKR426	姜義永孝行推擧文書	35.34371303	128.3028993	BlueCircle	1392	1897		朝鮮	古文書
SiteKR427	宜寧鄕案および関連文献	35.31468812	128.2594317	BlueCircle	1392	1897		朝鮮	古文書
SiteKR428	宜寧華陽里洞案	35.31468812	128.2594317	BlueCircle	1392	1897		朝鮮	古文書
SiteKR429	南龜墓域	37.65093791	127.1203268	Enpun	1392	1897	경기도 남양주시 별내동 1062	朝鮮	墓
SiteKR430	見城君李惇墓域	37.67303847	127.1288177	Enpun	1392	1897	경기도 남양주시 별내동 산152-1	朝鮮	墓
SiteKR431	忠肅公權節旌閭	37.67039062	127.1171108	BlueCircle	1392	1897	경기도 남양주시 별내동 2184-45	朝鮮	기념물
SiteKR432	忠肅公權節墓	37.66934634	127.123315	Enpun	1392	1897	경기도 남양주시 별내동 산 212-1	朝鮮	墓
SiteKR433	南陽君都烈公洪景舟墓	37.67169226	127.2040157	Enpun	1392	1897	경기도 남양주시 진건읍 송능리 산17-3	朝鮮	墓
SiteKR434	高靈申氏奉材公派墓域	37.61848578	127.189258	Enpun	1392	1897	경기도 남양주시 일패동 산12-1	朝鮮	墓
SiteKR435	南順河孝子門	37.94626689	127.0064639	BlueCircle	1392	1897	경기도 연천군 전곡읍 간파리  230-1	朝鮮	建造物
SiteKR436	尹仁涵墓	38.03575507	127.1286384	Enpun	1392	1897	경기도 연천군 청산면 백의리 산 26-1	朝鮮	古い墓
SiteKR437	三忠壇	37.91331463	127.021161	BlueCircle	1392	1897	경기도 동두천시 상패동 894	朝鮮	建造物
SiteKR438	東岾村岩刻文	37.8978558	127.1188492	BlueCircle	1392	1897	경기도 동두천시 탑동동 336	朝鮮	建造物
SiteKR439	樂善君墓	38.0271852	127.1019161	Enpun	1392	1897	경기도 연천군 청산면 궁평리  623	朝鮮	古い墓
SiteKR440	延川郷校	38.09577799	127.0698433	BlueCircle	1392	1897	경기도 연천군 연천읍 차탄리 253-1	朝鮮	建造物
SiteKR441	雲城府院君墓	37.9692894	126.8159372	Enpun	1392	1897	경기도 연천군 장남면 반정리  산 55	朝鮮	古い墓
SiteKR442	八孝門	38.12305374	126.9866051	BlueCircle	1392	1897	경기도 연천군 중면 횡산리 168	朝鮮	建造物
SiteKR443	永原府院君墓	38.03065573	126.9507082	Enpun	1392	1897	경기도 연천군 미산면 아미리  산 132-1	朝鮮	古い墓
SiteKR444	義安大君祠堂	37.65212129	127.2429532	BlueCircle	1392	1897	경기도 남양주시 평내동 151-4	朝鮮	사당
SiteKR445	尹天賚墓域および神道碑	37.65780305	127.1124491	Enpun	1392	1897	경기도 남양주시 별내동 산58-1	朝鮮	墓
SiteKR446	李春元先生墓域および神道碑	37.61423465	127.3400811	Enpun	1392	1897	경기도 남양주시 화도읍 금남리 769	朝鮮	墓
SiteKR447	南關鎭創建碑	35.7225273	127.2320005	BlueCircle	1392	1897	전라북도 완주군 상관면 용암리 460-1	朝鮮	碑石
SiteKR448	密城君墓域および神道碑	37.53566591	127.1714349	Enpun	1392	1897	경기도 하남시 초이동 319-10	朝鮮	墓
SiteKR449	四忠書院および廟庭碑	37.49563471	127.236926	Enpun	1392	1897	경기도 하남시 상산곡동 100-2	朝鮮	서원 및 墓
SiteKR450	九山聖地	37.57237129	127.1887289	BlueCircle	1392	1897	경기도 하남시 망월동 387-10	朝鮮	사지
SiteKR451	雲山君墓域及び新道碑	37.53522186	127.1674453	Enpun	1392	1897	경기도 하남시 초이동 산 4-1	朝鮮	墓
SiteKR452	光州李氏始祖碑墓域	37.54513476	127.2004566	Enpun	1392	1897	경기도 하남시 덕풍동 산24-1	朝鮮	墓
SiteKR453	儒洪神道碑	37.5125832	127.2283752	BlueCircle	1392	1897	경기도 하남시 하산곡동 261	朝鮮	신도비
SiteKR454	儒洪墓域	37.51298377	127.2281004	Enpun	1392	1897	경기도 하남시 하산곡동 산18-1	朝鮮	墓
SiteKR455	宣城君(ソンソングン)墓域及び石材	37.53882592	127.1941904	Enpun	1392	1897	경기도 하남시 덕풍동 산64	朝鮮	墓
SiteKR456	ユジンオ博士の生家跡	37.49235617	127.2315337	BlueCircle	1392	1897	경기도 하남시 상산곡동 512-2	朝鮮	터
SiteKR457	朴康(パクガン)墓域及び石材	37.53311484	127.1710489	Enpun	1392	1897	경기도 하남시 초이동 337-3	朝鮮	墓
SiteKR458	朴智(パクチ)墓域及び石材	37.53075328	127.1625792	Enpun	1392	1897	경기도 하남시 초이동 산20-1	朝鮮	墓
SiteKR459	烈女完山氏墓域及び石材	37.50769571	127.1500859	Enpun	1392	1897	경기도 하남시 감일동 산59-50	朝鮮	墓
SiteKR460	李鍾生(イ・ジョンソン)墓域及び石材	37.52103185	127.1482853	Enpun	1392	1897	경기도 하남시 감북동 산 120-1	朝鮮	墓
SiteKR461	咸平李氏舗装工の墓域及び石材	37.53133725	127.2186221	Enpun	1392	1897	경기도 하남시 천현동 산13-6	朝鮮	墓
SiteKR462	鞍山金氏燕城君墓域及び石物	37.52738801	127.154683	Enpun	1392	1897	경기도 하남시 감북동 산78	朝鮮	墓
SiteKR463	全州李氏喜寧郡派墓域	37.53531985	127.1927448	Enpun	1392	1897	경기도 하남시 덕풍동 산67	朝鮮	墓
SiteKR464	万敦寺(マンドゥンサジ)	36.97311065	127.3024654	BlueCircle	1392	1897	경기도 안성시 금광면 오산리 산41-1	朝鮮	사당
SiteKR465	浮彫廟	37.06928347	127.272247	BlueCircle	1392	1897	경기도 안성시 대덕면 대농리 산24	朝鮮	사당
SiteKR466	崔奎瑞覺(チェギュソソレガク)	37.05899127	127.1465792	BlueCircle	1392	1897	경기도 안성시 원곡면 지문리 219-2번지	朝鮮	사당
SiteKR467	景陽寺(キョンヤンサ)	37.04489581	127.1783526	BlueCircle	1392	1897	경기도 안성시 양성면 덕봉리 산47-1	朝鮮	사당
SiteKR468	孝禹堂(ヒョウダン:효우당)	36.94729919	127.257433	BlueCircle	1392	1897	경기도 안성시 서운면 동촌리 128-1번지	朝鮮	사당
SiteKR469	安城龍華寺(ヨンファサ)石造如来立像	36.94604053	127.2085536	BlueCircle	1392	1897	경기도 안성시 미양면 법전리 180번지	朝鮮	仏像
SiteKR470	柳鎬鎬生(ユジョンホソンソン)墓及び神道碑	37.01684636	127.234301	BlueCircle	1392	1897	경기도 안성시 대덕면 건지리 산17-29	朝鮮	碑石
SiteKR471	オ・ジョンバン先生の神道碑	37.04489581	127.1783526	BlueCircle	1392	1897	경기도 안성시 양성면 덕봉리 산47-1	朝鮮	碑石
SiteKR472	オドゥイン先生の墓及び神道碑	37.04489581	127.1783526	BlueCircle	1392	1897	경기도 안성시 양성면 덕봉리 산47-1	朝鮮	碑石
SiteKR473	七藏寺の史跡碑	37.02474987	127.3998203	BlueCircle	1392	1897	경기도 안성시 죽산면 칠장리 801	朝鮮	碑石
SiteKR474	ユンサムサン神道碑	37.08387954	127.3059469	BlueCircle	1392	1897	경기도 안성시 보개면 남풍리 산152	朝鮮	부도
SiteKR475	青龍寺の浮屠群	36.912409	127.289214	BlueCircle	1392	1897	경기도 안성시 서운면 청룡리 산1-4	朝鮮	부도
SiteKR476	石南寺(ソクナムサ)浮屠	36.93923964	127.3058092	BlueCircle	1392	1897	경기도 안성시 금광면 상중리 산32-1	朝鮮	부도
SiteKR477	七藏寺の浮屠群	37.02676557	127.4034105	BlueCircle	1392	1897	경기도 안성시 죽산면 칠장리 산77	朝鮮	부도
SiteKR478	三韓大夫人順興安氏墓(順興安氏墓)	37.00384034	127.342681	Enpun	1392	1897	경기도 안성시 금광면 오흥리 산32-1	朝鮮	墓
SiteKR479	義兵衛将軍洪自秀の墓	36.97968312	127.2368384	Enpun	1392	1897	경기도 안성시 미양면 갈전리 산18-10	朝鮮	墓
SiteKR480	チェ・マンリ先生墓及び神道碑	37.06106582	127.1558868	Enpun	1392	1897	경기도 안성시 원곡면 지문리 산3	朝鮮	墓
SiteKR481	ホン・ミョンヒョンソン生誕の墓	37.08307995	127.4858325	Enpun	1392	1897	경기도 안성시 일죽면 가리 산32-50번지	朝鮮	墓
SiteKR482	チェ・ヨンソ先生墓	37.10853577	127.4695272	Enpun	1392	1897	경기도 안성시 일죽면 신흥리 산86	朝鮮	墓
SiteKR483	ユ・ヤンシク先生墓	37.08678641	127.287727	Enpun	1392	1897	경기도 안성시 고삼면 월향리 산26	朝鮮	墓
SiteKR484	李世榮(イ・セヨン)墓駅	37.097883	127.2015422	Enpun	1392	1897	경기도 안성시 양성면 장서리 산61	朝鮮	墓
SiteKR485	チェ・ザム,チェ・ホ・ジョンリョ(최잠,최호 정려)	37.04313439	127.125169	BlueCircle	1392	1897	경기도 안성시 원곡면 내가천리 산3-1번지	朝鮮	정려
SiteKR486	鄭侯祠	36.80488376	127.6228999	BlueCircle	1392	1897	충청북도 증평군 도안면 도당리 767-3	朝鮮	고건축
SiteKR487	陽武公社	36.73952099	127.6125744	BlueCircle	1392	1897	충청북도 증평군 증평읍 죽리 101	朝鮮	고건축
SiteKR488	清州陽氏墓所	36.77712532	127.5934856	Enpun	1392	1897	충청북도 증평군 증평읍 내성리 산38	朝鮮	古い墓
SiteKR489	구암(グァンゲ)書院地	36.73856196	127.6371273	BlueCircle	1392	1897	충청북도 증평군 증평읍 남차리 산9	朝鮮	서원지
SiteKR490	草渓朱氏朱明欽廟所	36.75613405	127.5962012	Enpun	1392	1897	충청북도 증평군 증평읍 남하리 산45	朝鮮	古い墓
SiteKR491	鄭秀明永世不忘の碑	36.74268277	127.6212073	BlueCircle	1392	1897	충청북도 증평군 증평읍 덕상리 산110-1	朝鮮	기념비
SiteKR492	蓮忠秀(ヨンチョンス)墓所及び奇跡の碑	36.503204	127.362003	Enpun	1392	1897	충청북도 증평군 도안면 송정리 산33	朝鮮	古い墓
SiteKR493	蓮宗錄夫夫妻の正孝閣	36.81602247	127.6122689	BlueCircle	1392	1897	충청북도 증평군 도안면 화성리 92-1	朝鮮	고건축
SiteKR494	永山新氏草堂公派	36.75642991	127.6186199	Enpun	1392	1897	충청북도 증평군 증평읍 덕상리 산56	朝鮮	古い墓
SiteKR495	曲山部員君燕莎宗墓所	36.80304244	127.6098817	Enpun	1392	1897	충청북도 증평군 도안면 화성리 산52-1	朝鮮	古い墓
SiteKR496	康永川孝子門	37.968743	127.421607	BlueCircle	1392	1897	경기도 가평군 북면 적목리 372	朝鮮	유교건축
SiteKR497	中宗大王太鳳	37.80448	127.478804	BlueCircle	1392	1897	경기도 가평군 가평읍 상색리 산112	朝鮮	遺物
SiteKR498	熱扶那朱鄭氏鄭陵閣	37.736575	127.501301	BlueCircle	1392	1897	경기도 가평군 가평읍 복장리 300-2	朝鮮	유교건축
SiteKR499	荘園精陵閣	37.756789	127.535057	BlueCircle	1392	1897	경기도 가평군 가평읍 금대리 143번지	朝鮮	유교건축
SiteKR500	別묘	37.620583	127.494093	BlueCircle	1392	1897	경기도 가평군 설악면 방일리 244	朝鮮	유교건축
SiteKR501	華塘塘の景華塔	37.870589	127.331046	BlueCircle	1392	1897	경기도 가평군 조종면 운악리 산163번지	朝鮮	불교건축
SiteKR502	景賢壇	37.684028	127.482735	BlueCircle	1392	1897	경기도 가평군 설악면 선촌리 산 70	朝鮮	유교건축
SiteKR503	ユ・モンイン先生墓所	37.811681	127.487849	Enpun	1392	1897	경기도 가평군 가평읍 하색리 산 80	朝鮮	墓
SiteKR504	加平郷校	37.8299	127.507613	BlueCircle	1392	1897	경기도 가평군 가평읍 읍내리 551-2번지	朝鮮	유교건축
SiteKR505	崔師立孝子正門	37.42784857	127.0013115	BlueCircle	1392	1897	경기도 과천시 문원동 89-12번지	朝鮮	建造物
SiteKR506	歴代顕監碑石群	37.43635997	126.9924387	BlueCircle	1392	1897	경기도 과천시 관문동 107-5번지	朝鮮	建造物
SiteKR507	麻崖明門檀渓(ダンハシギョン)	37.43333001	126.9861143	BlueCircle	1392	1897	경기도 과천시 중앙동 산10번지	朝鮮	建造物
SiteKR508	茶泉路廟所	37.42339451	127.0053638	Enpun	1392	1897	경기도 과천시 문원동 산35	朝鮮	墓祭
SiteKR509	水安寺	37.61602613	126.6266426	BlueCircle	1392	1897	경기도 김포시 양촌읍 대포리 207	朝鮮	建築物
SiteKR510	南原尹氏鰲龍谷遺跡	37.6009285	126.7683791	Enpun	1392	1897	경기도 김포시 고촌읍 신곡리 566-9번지	朝鮮	墓
SiteKR511	聞慶公民基廟駅	37.74002285	126.5752575	Enpun	1392	1897	경기도 김포시 월곶면 개곡리 산119-1	朝鮮	墓
SiteKR512	南原尹氏領事正廟駅	37.60812884	126.7836275	Enpun	1392	1897	경기도 김포시 고촌읍 신곡리 102-7	朝鮮	墓
SiteKR513	金浦縣令郡守選整備	37.61518955	126.7157171	BlueCircle	1392	1897	경기도 김포시 사우동 263-1번지	朝鮮	碑石
SiteKR514	公叔公鄭澈廟駅	37.62770221	126.5689466	Enpun	1392	1897	경기도 김포시 대곶면 약암리 산 91	朝鮮	墓
SiteKR515	江陵郡金文翠(キム・ムンギョク)墓陵	37.5992423	126.7551014	Enpun	1392	1897	경기도 김포시 고촌읍 태리 35-1	朝鮮	墓
SiteKR516	電流亭ヨ・ヒョンミン氏忠節遺跡	37.70012596	126.6595149	BlueCircle	1392	1897	경기도 김포시 하성면 전류리 산51	朝鮮	建築物
SiteKR517	大砲書院	37.61699973	126.6290979	BlueCircle	1392	1897	경기도 김포시 양촌읍 황금로23번길 30-32	朝鮮	建築物
SiteKR518	大成園	37.62335345	126.5657181	BlueCircle	1392	1897	경기도 김포시 대곶면 약암리 701-2	朝鮮	建築物
SiteKR519	深応寺堂	37.64836343	126.6960986	BlueCircle	1392	1897	경기도 김포시 운양동 1318-3	朝鮮	建築物
SiteKR520	通津縣監府舍船整備	37.71702211	126.5521924	BlueCircle	1392	1897	경기도 김포시 월곶면 군하리 83-2	朝鮮	碑石
SiteKR521	봉수대(봉수대)	37.7064823	126.5472436	BlueCircle	1392	1897	경기도 김포시 월곶면 군하리 산 44-6	朝鮮	建築物
SiteKR522	龍華寺弥勒石仏	35.73108088	126.7155267	BlueCircle	1392	1897	전라북도 부안군 행안면 역리 336-1	朝鮮	석불
SiteKR523	清松心氏墓所	37.63845003	126.6608428	Enpun	1392	1897	경기도 김포시 장기동 1763	朝鮮	墓
SiteKR524	陽陽地廟駅と神道碑	37.61757565	126.6297144	Enpun	1392	1897	경기도 김포시 양촌읍 대포리 산32-2	朝鮮	墓
SiteKR525	萬回家(マンホイジプ)タンオングムン家(タンオングムン家)木版	36.34490048	127.3950103	BlueCircle	1392	1897	대전광역시 서구 탄방동 274-1	朝鮮	책판
SiteKR526	漢山縣(ハンサンガン)氏瓜岩公イム(イム)墓碑	36.35568616	126.5852615	BlueCircle	1392	1897	충청남도 보령시 대천동 387-19	朝鮮	建造物
SiteKR527	景順王霊廟殿	36.3111285	126.6224438	BlueCircle	1392	1897	충청남도 보령시 남포면 창동리 산14-3	朝鮮	建造物
SiteKR528	キム・ソンウ将軍の墓碑	36.38970576	126.6870323	BlueCircle	1392	1897	충청남도 보령시 청라면 나원리 산1-1	朝鮮	建造物
SiteKR529	キム・ナムホ-キム・ムンソの墓碑及び光山金氏系譜箱	36.37837736	126.616497	BlueCircle	1392	1897	충청남도 보령시 죽정동 산38	朝鮮	建造物
SiteKR530	保寧(ボリョン)要山郡李基祠堂	36.45635308	126.5840663	BlueCircle	1392	1897	충청남도 보령시 청소면 진죽리 733	朝鮮	建造物
SiteKR531	保寧忠正公李時坊神道碑	36.42602038	126.5248996	BlueCircle	1392	1897	충청남도 보령시 오천면 영보리 53-2	朝鮮	建造物
SiteKR532	集成堂	36.23679948	126.5904136	BlueCircle	1392	1897	충청남도 보령시 웅천읍 대천리 81-10	朝鮮	建造物
SiteKR533	ユンジャウンサウ	36.24873937	126.5611925	BlueCircle	1392	1897	충청남도 보령시 웅천읍 관당리 산37-1	朝鮮	建造物
SiteKR534	鄭汝卿墓誌石及び箱	37.3968192	127.2347491	Enpun	1392	1897	경기도 광주시 장지동 677-11	朝鮮	墓석
SiteKR535	光山金氏直弟子学公派 金藥師/金采の墓域内の墓標及び文人石	37.38100431	127.432599	BlueCircle	1392	1897	경기도 광주시 곤지암읍 삼합리 산50-1	朝鮮	석물
SiteKR536	李極症墓域内の石材	37.42490043	127.2780211	BlueCircle	1392	1897	경기도 광주시 초월읍 지월리 산37-1	朝鮮	석물
SiteKR537	李宅齋	37.4093624	127.2154748	BlueCircle	1392	1897	경기도 광주시 중대동 197-2	朝鮮	建造物
SiteKR538	佐遠院盆原里石碑群	37.4962538	127.3034473	BlueCircle	1392	1897	경기도 광주시 남종면 분원리 116	朝鮮	석비군
SiteKR539	南甕城無人刻石	37.47034688	127.1853139	BlueCircle	1392	1897	경기도 광주시 남한산성면 검복리 산137	朝鮮	비문
SiteKR540	西軒南墓碑	37.4760463	127.1893634	Enpun	1392	1897	경기도 광주시 남한산성면 산성리 124-1	朝鮮	墓비
