key	language_en_us	language_ja_jp	language_zh_tw	language_zh_cn	language_ko_kr	language_es	language_pt	language_de	language_fr	language_it	language_tr	language_pl	language_el	language_nl	language_cs	language_uk	language_ru	language_id	language_fa	language_ar	language_null
gengo_22	Emperor Yūryaku	雄略天皇	雄略天皇	雄略天皇	황제 Yūryaku	Emperador Yūryaku	Imperador Yūryaku	Kaiser Yūryaku	Empereur Yūryaku	Imperatore Yūryaku	İmparator Yūryaku	Imperator Yūryaku	Αυτοκράτορας Yūryaku	Keizer Yūryaku	Císař Yūryaku	Імператор Yūryaku	Император Yūryaku	Kaisar Yūryaku	Emperor Yūryaku	Emperor Yūryaku	Emperor Yūryaku
gengo_23	Emperor Seinei	清寧天皇	清寧天皇	清寧天皇	황제 Seinei	Emperador Seinei	Imperador Seinei	Kaiser Seinei	Empereur Seinei	Imperatore Seinei	İmparator Seinei	Imperator Seinei	Αυτοκράτορας Seinei	Keizer Seinei	Císař Seinei	Імператор Seinei	Император Seinei	Kaisar Seinei	Emperor Seinei	Emperor Seinei	Emperor Seinei
gengo_24	Emperor Kenzō	顕宗天皇	顯宗天皇	顯宗天皇	황제 Kenzō	Emperador Kenzō	Imperador Kenzō	Kaiser Kenzō	Empereur Kenzō	Imperatore Kenzō	İmparator Kenzō	Imperator Kenzō	Αυτοκράτορας Kenzō	Keizer Kenzō	Císař Kenzō	Імператор Kenzō	Император Kenzō	Kaisar Kenzō	Emperor Kenzō	Emperor Kenzō	Emperor Kenzō
gengo_25	Emperor Ninken	仁賢天皇	仁賢天皇	仁賢天皇	황제 Ninken	Emperador Ninken	Imperador Ninken	Kaiser Ninken	Empereur Ninken	Imperatore Ninken	İmparator Ninken	Imperator Ninken	Αυτοκράτορας Ninken	Keizer Ninken	Císař Ninken	Імператор Ninken	Император Ninken	Kaisar Ninken	Emperor Ninken	Emperor Ninken	Emperor Ninken
gengo_26	Emperor Buretsu	武烈天皇	武烈天皇	武烈天皇	황제 Buretsu	Emperador Buretsu	Imperador Buretsu	Kaiser Buretsu	Empereur Buretsu	Imperatore Buretsu	İmparator Buretsu	Imperator Buretsu	Αυτοκράτορας Buretsu	Keizer Buretsu	Císař Buretsu	Імператор Buretsu	Император Buretsu	Kaisar Buretsu	Emperor Buretsu	Emperor Buretsu	Emperor Buretsu
gengo_27	Emperor Keitai	継体天皇	繼體天皇	繼體天皇	황제 Keitai	Emperador Keitai	Imperador Keitai	Kaiser Keitai	Empereur Keitai	Imperatore Keitai	İmparator Keitai	Imperator Keitai	Αυτοκράτορας Keitai	Keizer Keitai	Císař Keitai	Імператор Keitai	Император Keitai	Kaisar Keitai	Emperor Keitai	Emperor Keitai	Emperor Keitai
gengo_28	Emperor Ankan	安閑天皇	安閑天皇	安閑天皇	황제 Ankan	Emperador Ankan	Imperador Ankan	Kaiser Ankan	Empereur Ankan	Imperatore Ankan	İmparator Ankan	Imperator Ankan	Αυτοκράτορας Ankan	Keizer Ankan	Císař Ankan	Імператор Ankan	Император Ankan	Kaisar Ankan	Emperor Ankan	Emperor Ankan	Emperor Ankan
gengo_29	Emperor Senka	宣化天皇	宣化天皇	宣化天皇	황제 Senka	Emperador Senka	Imperador Senka	Kaiser Senka	Empereur Senka	Imperatore Senka	İmparator Senka	Imperator Senka	Αυτοκράτορας Senka	Keizer Senka	Císař Senka	Імператор Senka	Император Senka	Kaisar Senka	Emperor Senka	Emperor Senka	Emperor Senka
gengo_30	Emperor Kinmei	欽明天皇	欽明天皇	欽明天皇	황제 Kinmei	Emperador Kinmei	Imperador Kinmei	Kaiser Kinmei	Empereur Kinmei	Imperatore Kinmei	İmparator Kinmei	Imperator Kinmei	Αυτοκράτορας Kinmei	Keizer Kinmei	Císař Kinmei	Імператор Kinmei	Император Kinmei	Kaisar Kinmei	Emperor Kinmei	Emperor Kinmei	Emperor Kinmei
gengo_31	Emperor Bidatsu	敏達天皇	敏達天皇	敏達天皇	황제 Bidatsu	Emperador Bidatsu	Imperador Bidatsu	Kaiser Bidatsu	Empereur Bidatsu	Imperatore Bidatsu	İmparator Bidatsu	Imperator Bidatsu	Αυτοκράτορας Bidatsu	Keizer Bidatsu	Císař Bidatsu	Імператор Bidatsu	Император Bidatsu	Kaisar Bidatsu	Emperor Bidatsu	Emperor Bidatsu	Emperor Bidatsu
gengo_32	Emperor Yōmei	用明天皇	用明天皇	用明天皇	황제 Yōmei	Emperador Yōmei	Imperador Yōmei	Kaiser Yōmei	Empereur Yōmei	Imperatore Yōmei	İmparator Yōmei	Imperator Yōmei	Αυτοκράτορας Yōmei	Keizer Yōmei	Císař Yōmei	Імператор Yōmei	Император Yōmei	Kaisar Yōmei	Emperor Yōmei	Emperor Yōmei	Emperor Yōmei
gengo_33	Emperor Sushun	崇峻天皇	崇峻天皇	崇峻天皇	황제 Sushun	Emperador Sushun	Imperador Sushun	Kaiser Sushun	Empereur Sushun	Imperatore Sushun	İmparator Sushun	Imperator Sushun	Αυτοκράτορας Sushun	Keizer Sushun	Císař Sushun	Імператор Sushun	Император Sushun	Kaisar Sushun	Emperor Sushun	Emperor Sushun	Emperor Sushun
gengo_34	Empress Suiko	推古天皇	推古天皇	推古天皇	황후 Suiko	Emperatriz Suiko	Imperatriz Suiko	Kaiserin Suiko	Impératrice Suiko	Imperatrice Suiko	İmparatoriçe Suiko	Cesarzowa Suiko	Αυτοκράτειρα Suiko	Keizerin Suiko	Císařovna Suiko	Імператриця Suiko	Императрица Suiko	Permaisuri Suiko	Empress Suiko	Empress Suiko	Empress Suiko
gengo_35	Emperor Jomei	舒明天皇	舒明天皇	舒明天皇	황제 Jomei	Emperador Jomei	Imperador Jomei	Kaiser Jomei	Empereur Jomei	Imperatore Jomei	İmparator Jomei	Imperator Jomei	Αυτοκράτορας Jomei	Keizer Jomei	Císař Jomei	Імператор Jomei	Император Jomei	Kaisar Jomei	Emperor Jomei	Emperor Jomei	Emperor Jomei
gengo_36	Empress Kōgyoku	皇極天皇	皇極天皇	皇極天皇	황후 Kōgyoku	Emperatriz Kōgyoku	Imperatriz Kōgyoku	Kaiserin Kōgyoku	Impératrice Kōgyoku	Imperatrice Kōgyoku	İmparatoriçe Kōgyoku	Cesarzowa Kōgyoku	Αυτοκράτειρα Kōgyoku	Keizerin Kōgyoku	Císařovna Kōgyoku	Імператриця Kōgyoku	Императрица Kōgyoku	Permaisuri Kōgyoku	Empress Kōgyoku	Empress Kōgyoku	Empress Kōgyoku
gengo_37	Taika	大化	大化	大化	Taika	Taika	Taika	Taika	Taika	Taika	Taika	Taika	Taika	Taika	Taika	Taika	Taika	Taika	Taika	Taika	Taika
gengo_38	Hakuchi	白雉	白雉	白雉	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi	Hakuchi
gengo_39	Empress Saimei	斉明天皇	齊明天皇	齊明天皇	황후 Saimei	Emperatriz Saimei	Imperatriz Saimei	Kaiserin Saimei	Impératrice Saimei	Imperatrice Saimei	İmparatoriçe Saimei	Cesarzowa Saimei	Αυτοκράτειρα Saimei	Keizerin Saimei	Císařovna Saimei	Імператриця Saimei	Императрица Saimei	Permaisuri Saimei	Empress Saimei	Empress Saimei	Empress Saimei
gengo_40	Emperor Tenji	天智天皇	天智天皇	天智天皇	황제 Tenji	Emperador Tenji	Imperador Tenji	Kaiser Tenji	Empereur Tenji	Imperatore Tenji	Emperor Tenji	Emperor Tenji	Emperor Tenji	Emperor Tenji	Emperor Tenji	Emperor Tenji	Emperor Tenji	Emperor Tenji	Emperor Tenji	Emperor Tenji	Emperor Tenji
gengo_41	Emperor Tenmu	天武天皇	天武天皇	天武天皇	황제 Tenmu	Emperador Tenmu	Imperador Tenmu	Kaiser Tenmu	Empereur Tenmu	Imperatore Tenmu	Emperor Tenmu	Emperor Tenmu	Emperor Tenmu	Emperor Tenmu	Emperor Tenmu	Emperor Tenmu	Emperor Tenmu	Emperor Tenmu	Emperor Tenmu	Emperor Tenmu	Emperor Tenmu
gengo_42	Shuchō	朱鳥	朱鳥	朱鳥	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō	Shuchō
gengo_43	Empress Jitō	持統天皇	持統天皇	持統天皇	황후 Jitō	Emperatriz Jitō	Imperatriz Jitō	Kaiserin Jitō	Impératrice Jitō	Imperatrice Jitō	İmparatoriçe Jitō	Cesarzowa Jitō	Αυτοκράτειρα Jitō	Keizerin Jitō	Císařovna Jitō	Імператриця Jitō	Императрица Jitō	Permaisuri Jitō	Empress Jitō	Empress Jitō	Empress Jitō
gengo_44	Emperor Monmu	文武天皇	文武天皇	文武天皇	황제 Monmu	Emperador Monmu	Imperador Monmu	Kaiser Monmu	Empereur Monmu	Imperatore Monmu	Emperor Monmu	Emperor Monmu	Emperor Monmu	Emperor Monmu	Emperor Monmu	Emperor Monmu	Emperor Monmu	Emperor Monmu	Emperor Monmu	Emperor Monmu	Emperor Monmu
gengo_45	Taihō	大宝	大寶	大寶	Taihō	Taihō	Taihō	Taihō	Taihō	Taihō	Taihō	Taihō	Taihō	Taihō	Taihō	Taihō	Taihō	Taihō	Taihō	Taihō	Taihō
gengo_46	Keiun	慶雲	慶雲	慶雲	Keiun	Keiun	Keiun	Keiun	Keiun	Keiun	Keiun	Keiun	Keiun	Keiun	Keiun	Keiun	Keiun	Keiun	Keiun	Keiun	Keiun
gengo_47	Wadō	和銅	和銅	和銅	Wadō	Wadō	Wadō	Wadō	Wadō	Wadō	Wadō	Wadō	Wadō	Wadō	Wadō	Wadō	Wadō	Wadō	Wadō	Wadō	Wadō
gengo_48	Reiki	霊亀	靈龜	靈龜	Reiki	Reiki	Reiki	Reiki	Reiki	Reiki	Reiki	Reiki	Reiki	Reiki	Reiki	Reiki	Reiki	Reiki	Reiki	Reiki	Reiki
gengo_49	Yōrō	養老	養老	養老	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō	Yōrō
gengo_50	Jinki	神亀	神龜	神龜	Jinki	Jinki	Jinki	Jinki	Jinki	Jinki	Jinki	Jinki	Jinki	Jinki	Jinki	Jinki	Jinki	Jinki	Jinki	Jinki	Jinki
gengo_51	Tenpyō	天平	天平	天平	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō	Tenpyō
gengo_52	Tenpyō-kanpō	天平感宝	天平感寶	天平感寶	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō	Tenpyō-kanpō
gengo_53	Tenpyō-shōhō	天平勝宝	天平勝寶	天平勝寶	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō	Tenpyō-shōhō
gengo_54	Tenpyō-hōji	天平宝字	天平寶字	天平寶字	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji	Tenpyō-hōji
gengo_55	Tenpyō-jingo	天平神護	天平神護	天平神護	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo	Tenpyō-jingo
gengo_56	Jingo-keiun	神護景雲	神護景雲	神護景雲	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun	Jingo-keiun
gengo_57	Hōki	宝亀	寶龜	寶龜	Hōki	Hōki	Hōki	Hōki	Hōki	Hōki	Hōki	Hōki	Hōki	Hōki	Hōki	Hōki	Hōki	Hōki	Hōki	Hōki	Hōki
gengo_58	Ten'ō	天応	天應	天應	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō	Ten'ō
gengo_59	Enryaku	延暦	延曆	延曆	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku	Enryaku
gengo_60	Daidō	大同	大同	大同	Daidō	Daidō	Daidō	Daidō	Daidō	Daidō	Daidō	Daidō	Daidō	Daidō	Daidō	Daidō	Daidō	Daidō	Daidō	Daidō	Daidō
gengo_61	Kōnin	弘仁	弘仁	弘仁	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin	Kōnin
gengo_62	Tenchō	天長	天長	天長	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō	Tenchō
gengo_63	Jōwa	承和	承和	承和	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa
gengo_64	Kashō	嘉祥	嘉祥	嘉祥	Kashō	Kashō	Kashō	Kashō	Kashō	Kashō	Kashō	Kashō	Kashō	Kashō	Kashō	Kashō	Kashō	Kashō	Kashō	Kashō	Kashō
gengo_65	Ninju	仁寿	仁壽	仁壽	Ninju	Ninju	Ninju	Ninju	Ninju	Ninju	Ninju	Ninju	Ninju	Ninju	Ninju	Ninju	Ninju	Ninju	Ninju	Ninju	Ninju
gengo_66	Saikō	斉衡	齊衡	齊衡	Saikō	Saikō	Saikō	Saikō	Saikō	Saikō	Saikō	Saikō	Saikō	Saikō	Saikō	Saikō	Saikō	Saikō	Saikō	Saikō	Saikō
gengo_67	Ten'an	天安	天安	天安	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an	Ten'an
gengo_68	Jōgan	貞観	貞觀	貞觀	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan	Jōgan
gengo_69	Gangyō	元慶	元慶	元慶	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō	Gangyō
gengo_70	Ninna	仁和	仁和	仁和	Ninna	Ninna	Ninna	Ninna	Ninna	Ninna	Ninna	Ninna	Ninna	Ninna	Ninna	Ninna	Ninna	Ninna	Ninna	Ninna	Ninna
gengo_71	Kanpyō	寛平	寛平	寛平	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō	Kanpyō
gengo_72	Shōtai	昌泰	昌泰	昌泰	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai	Shōtai
gengo_73	Engi	延喜	延喜	延喜	Engi	Engi	Engi	Engi	Engi	Engi	Engi	Engi	Engi	Engi	Engi	Engi	Engi	Engi	Engi	Engi	Engi
gengo_74	Enchō	延長	延長	延長	Enchō	Enchō	Enchō	Enchō	Enchō	Enchō	Enchō	Enchō	Enchō	Enchō	Enchō	Enchō	Enchō	Enchō	Enchō	Enchō	Enchō
gengo_75	Jōhei	承平	承平	承平	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei	Jōhei
gengo_76	Tengyō	天慶	天慶	天慶	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō	Tengyō
gengo_77	Tenryaku	天暦	天曆	天曆	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku	Tenryaku
gengo_78	Tentoku	天徳	天德	天德	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku	Tentoku
gengo_79	Ōwa	応和	應和	應和	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa	Ōwa
gengo_80	Kōhō	康保	康保	康保	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō	Kōhō
gengo_81	Anna	安和	安和	安和	Anna	Anna	Anna	Anna	Anna	Anna	Anna	Anna	Anna	Anna	Anna	Anna	Anna	Anna	Anna	Anna	Anna
gengo_82	Tenroku	天禄	天祿	天祿	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku
gengo_83	Ten'en	天延	天延	天延	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en
gengo_84	Jōgen	貞元	貞元	貞元	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen
gengo_85	Tengen	天元	天元	天元	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen
gengo_86	Eikan	永観	永觀	永觀	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan
gengo_87	Kanna	寛和	寛和	寛和	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna
gengo_88	Eien	永延	永延	永延	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien
gengo_89	Eiso	永祚	永祚	永祚	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso
gengo_90	Shōryaku	正暦	正曆	正曆	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku
gengo_91	Chōtoku	長徳	長德	長德	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku
gengo_92	Chōhō	長保	長保	長保	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō
gengo_93	Kankō	寛弘	寛弘	寛弘	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō
gengo_94	Chōwa	長和	長和	長和	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa
gengo_95	Kannin	寛仁	寛仁	寛仁	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin
gengo_96	Jian	治安	治安	治安	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian
gengo_97	Manju	万寿	萬壽	萬壽	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju
gengo_98	Chōgen	長元	長元	長元	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen
gengo_99	Chōryaku	長暦	長曆	長曆	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku
gengo_100	Chōkyū	長久	長久	長久	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū
gengo_101	Kantoku	寛徳	寛德	寛德	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku
gengo_102	Eishō	永承	永承	永承	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō
gengo_103	Tengi	天喜	天喜	天喜	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi
gengo_104	Kōhei	康平	康平	康平	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei
gengo_105	Jiryaku	治暦	治曆	治曆	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku
gengo_106	Enkyū	延久	延久	延久	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū
gengo_107	Jōhō	承保	承保	承保	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō
gengo_108	Jōryaku	承暦	承曆	承曆	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku
gengo_109	Eihō	永保	永保	永保	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō
gengo_110	Ōtoku	応徳	應德	應德	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku
gengo_111	Kanji	寛治	寛治	寛治	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji
gengo_112	Kahō	嘉保	嘉保	嘉保	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō
gengo_113	Eichō	永長	永長	永長	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō
gengo_114	Jōtoku	承徳	承德	承德	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku
gengo_115	Kōwa	康和	康和	康和	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa
gengo_116	Chōji	長治	長治	長治	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji
gengo_117	Kajō	嘉承	嘉承	嘉承	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō
gengo_118	Tennin	天仁	天仁	天仁	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin
