key	en-US	ja-JP	language_zh_tw	language_zh_cn	language_ko_kr	language_es	language_pt	language_de	language_fr	language_it	language_tr	language_pl	language_el	language_nl	language_cs	language_uk	language_ru	language_id	language_fa	language_ar	language_null
gengo_82	Tenroku	天禄	天祿	天祿	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku	Tenroku
gengo_83	Ten'en	天延	天延	天延	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en	Ten'en
gengo_84	Jōgen	貞元	貞元	貞元	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen
gengo_85	Tengen	天元	天元	天元	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen	Tengen
gengo_86	Eikan	永観	永觀	永觀	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan	Eikan
gengo_87	Kanna	寛和	寛和	寛和	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna	Kanna
gengo_88	Eien	永延	永延	永延	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien	Eien
gengo_89	Eiso	永祚	永祚	永祚	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso	Eiso
gengo_90	Shōryaku	正暦	正曆	正曆	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku	Shōryaku
gengo_91	Chōtoku	長徳	長德	長德	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku	Chōtoku
gengo_92	Chōhō	長保	長保	長保	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō	Chōhō
gengo_93	Kankō	寛弘	寛弘	寛弘	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō	Kankō
gengo_94	Chōwa	長和	長和	長和	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa	Chōwa
gengo_95	Kannin	寛仁	寛仁	寛仁	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin	Kannin
gengo_96	Jian	治安	治安	治安	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian	Jian
gengo_97	Manju	万寿	萬壽	萬壽	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju	Manju
gengo_98	Chōgen	長元	長元	長元	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen	Chōgen
gengo_99	Chōryaku	長暦	長曆	長曆	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku	Chōryaku
gengo_100	Chōkyū	長久	長久	長久	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū	Chōkyū
gengo_101	Kantoku	寛徳	寛德	寛德	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku	Kantoku
gengo_102	Eishō	永承	永承	永承	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō
gengo_103	Tengi	天喜	天喜	天喜	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi	Tengi
gengo_104	Kōhei	康平	康平	康平	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei	Kōhei
gengo_105	Jiryaku	治暦	治曆	治曆	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku	Jiryaku
gengo_106	Enkyū	延久	延久	延久	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū	Enkyū
gengo_107	Jōhō	承保	承保	承保	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō	Jōhō
gengo_108	Jōryaku	承暦	承曆	承曆	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku	Jōryaku
gengo_109	Eihō	永保	永保	永保	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō	Eihō
gengo_110	Ōtoku	応徳	應德	應德	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku	Ōtoku
gengo_111	Kanji	寛治	寛治	寛治	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji	Kanji
gengo_112	Kahō	嘉保	嘉保	嘉保	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō	Kahō
gengo_113	Eichō	永長	永長	永長	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō	Eichō
gengo_114	Jōtoku	承徳	承德	承德	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku	Jōtoku
gengo_115	Kōwa	康和	康和	康和	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa
gengo_116	Chōji	長治	長治	長治	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji	Chōji
gengo_117	Kajō	嘉承	嘉承	嘉承	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō	Kajō
gengo_118	Tennin	天仁	天仁	天仁	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin	Tennin
gengo_119	Ten'ei	天永	天永	天永	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei
gengo_120	Eikyū	永久	永久	永久	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū
gengo_121	Gen'ei	元永	元永	元永	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei
gengo_122	Hōan	保安	保安	保安	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan
gengo_123	Tenji	天治	天治	天治	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji
gengo_124	Daiji	大治	大治	大治	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji
gengo_125	Tenshō	天承	天承	天承	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō
gengo_126	Chōshō	長承	長承	長承	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō
gengo_127	Hōen	保延	保延	保延	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen
gengo_128	Eiji	永治	永治	永治	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji
gengo_129	Kōji	康治	康治	康治	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji
gengo_130	Ten'yō	天養	天養	天養	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō
gengo_131	Kyūan	久安	久安	久安	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan
gengo_132	Ninpei	仁平	仁平	仁平	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei
gengo_133	Kyūju	久寿	久壽	久壽	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju
gengo_134	Hōgen	保元	保元	保元	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen
gengo_135	Heiji	平治	平治	平治	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji
gengo_136	Eiryaku	永暦	永曆	永曆	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku
gengo_137	Ōhō	応保	應保	應保	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō
gengo_138	Chōkan	長寛	長寛	長寛	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan
gengo_139	Eiman	永万	永萬	永萬	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman
gengo_140	Nin'an	仁安	仁安	仁安	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an
gengo_141	Kaō	嘉応	嘉應	嘉應	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō
gengo_142	Jōan	承安	承安	承安	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan
gengo_143	Angen	安元	安元	安元	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen
gengo_144	Jishō	治承	治承	治承	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō
gengo_145	Yōwa	養和	養和	養和	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa
gengo_146	Juei	寿永	壽永	壽永	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei
gengo_147	Genryaku	元暦	元曆	元曆	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku
gengo_148	Bunji	文治	文治	文治	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji
gengo_149	Kenkyū	建久	建久	建久	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū
gengo_150	Shōji	正治	正治	正治	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji
gengo_151	Kennin	建仁	建仁	建仁	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin
gengo_152	Genkyū	元久	元久	元久	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū
gengo_153	Ken'ei	建永	建永	建永	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei
gengo_154	Jōgen	承元	承元	承元	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen
gengo_155	Kenryaku	建暦	建曆	建曆	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku
gengo_156	Kempo	建保	建保	建保	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo
gengo_157	Jōkyū	承久	承久	承久	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū
gengo_158	Jōō	貞応	貞應	貞應	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō
gengo_159	Gennin	元仁	元仁	元仁	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin
gengo_160	Karoku	嘉禄	嘉祿	嘉祿	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku
gengo_161	Antei	安貞	安貞	安貞	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei
gengo_162	Kangi	寛喜	寛喜	寛喜	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi
gengo_163	Jōei	貞永	貞永	貞永	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei
gengo_164	Tenpuku	天福	天福	天福	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku
gengo_165	Bunryaku	文暦	文曆	文曆	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku
gengo_166	Katei	嘉禎	嘉禎	嘉禎	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei
gengo_167	Ryakunin	暦仁	曆仁	曆仁	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin
gengo_168	En'ō	延応	延應	延應	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō
gengo_169	Ninji	仁治	仁治	仁治	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji
gengo_170	Kangen	寛元	寛元	寛元	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen
gengo_171	Hōji	宝治	寶治	寶治	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji
gengo_172	Kenchō	建長	建長	建長	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō
gengo_173	Kōgen	康元	康元	康元	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen
gengo_174	Shōka	正嘉	正嘉	正嘉	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka
gengo_175	Shōgen	正元	正元	正元	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen
gengo_176	Bun'ō	文応	文應	文應	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō
gengo_177	Kōchō	弘長	弘長	弘長	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō
gengo_178	Bun'ei	文永	文永	文永	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei
gengo_179	Kenji	建治	建治	建治	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji
gengo_180	Kōan	弘安	弘安	弘安	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan
gengo_181	Shōō	正応	正應	正應	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō
gengo_182	Einin	永仁	永仁	永仁	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin
gengo_183	Shōan	正安	正安	正安	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan
gengo_184	Kengen	乾元	乾元	乾元	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen
gengo_185	Kagen	嘉元	嘉元	嘉元	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen
gengo_186	Tokuji	徳治	德治	德治	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji
gengo_187	Enkyō	延慶	延慶	延慶	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō
gengo_188	Ōchō	応長	應長	應長	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō
gengo_189	Shōwa	正和	正和	正和	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa
gengo_190	Bunpō	文保	文保	文保	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō
gengo_191	Gen'ō	元応	元應	元應	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō
gengo_192	Genkō	元亨	元亨	元亨	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō
gengo_193	Shōchū	正中	正中	正中	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū
gengo_194	Karyaku	嘉暦	嘉曆	嘉曆	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku
gengo_195	Gentoku	元徳	元德	元德	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku
gengo_196	Genkō	元弘	元弘	元弘	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō
gengo_197	Shōkyō	正慶	正慶	正慶	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō
gengo_198	Kenmu	建武	建武	建武	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu
