language_ja_jp	language_en_us	longitude	latitude
栃窪村	とちくぼむら	139.186005	35.358536
渋沢村	しぶさわむら	139.182877	35.371228
千村	ちむら	139.173622	35.371174
堀沼城村	ほりぬましろむら	139.17337	35.391907
堀斎藤村	ほりさいとうむら	139.179426	35.380922
堀川村	ほりかわむら	139.182195	35.381491
堀山下村	ほりやましたむら	139.163269	35.417122
戸川村	とかわむら	139.174454	35.419914
三屋村	さんやむら	139.196671	35.385857
横野村	よこのむら	139.179199	35.417397
菩提村	ぼだいむら	139.199066	35.411545
羽根村	はねむら	139.204025	35.400909
西田原村	にしたわらむら	139.214996	35.397118
東田原村	ひがしたわらむら	139.225815	35.395798
蓑毛村	みのげむら	139.232025	35.419514
小蓑毛村	こみのげむら	139.238525	35.410603
寺山村	てらやまむら	139.217407	35.421936
名古木村	ながぬきむら	139.243851	35.387344
落合村	おちあいむら	139.231842	35.384567
三廻部村	みくるべむら	139.15239	35.41996
柳川村	やながわむら	139.159729	35.386364
菖蒲村	しようぶむら	139.165131	35.376442
八沢村	はつさわむら	139.152008	35.378262
須賀村	すかむら	139.359279	35.321663
馬入村	ばにゆうむら	139.360137	35.333087
平塚宿	ひらつかじゆく	139.338326	35.327004
平塚新宿	ひらつかしんしく	139.348825	35.33203
八幡村	やはたむら	139.353234	35.343266
四之宮村	しのみやむら	139.363373	35.35724
新土村	しんどむら	139.346322	35.356293
中原上宿・中原下宿	なかはらかみじゆく・なかはらしもじゆく	139.336284	35.346943
南原村	みなみはらむら	139.326063	35.340518
平等寺村	びようどうじむら	139.326347	35.355164
豊田本郷村	とよだほんごうむら	139.330466	35.356672
宮下村	みやしたむら	139.329475	35.357502
小峯村	こみねむら	139.333522	35.362015
打間木村	うちまぎむら	139.340889	35.362684
田村	たむら	139.360458	35.373554
大神村	おおかみむら	139.366104	35.392338
吉際村	よしぎわむら	139.357941	35.391247
大島村	おおしまむら	139.345856	35.380733
下島村	しもじまむら	139.340805	35.369316
小鍋島村	こなべしまむら	139.331665	35.376118
城所村	きどころむら	139.323456	35.375416
北大縄村	きたおおなわむら	139.303482	35.374817
矢崎村	やさきむら	139.303482	35.374817
西海地村	さいかちむら	139.303986	35.378609
上入山瀬村・下入山瀬村	かみいりやませむら・しもいりやませむら	139.303986	35.378609
大畑村	おおはたけむら	139.303986	35.378609
丸島村	まるしまむら	139.303482	35.374817
飯島村	いいじまむら	139.306213	35.359066
寺田縄村	てらだなむら	139.315842	35.359081
入野村	いのむら	139.314819	35.352463
長持村	ながもちむら	139.31868	35.347492
長持入部村	ながもちいりぶむら	139.311447	35.351553
真田村	さなだむら	139.291885	35.371689
北金目村	きたかなめむら	139.289978	35.365864
南金目村	みなみかなめむら	139.283249	35.35796
片岡村	かたおかむら	139.300613	35.360237
広川村	ひろかわむら	139.302414	35.353683
千須谷村	せんずやむら	139.290161	35.350822
土屋村	つちやむら	139.25502	35.342869
上吉沢村	かみきつさわむら	139.283813	35.342693
下吉沢村	しもきつさわむら	139.288574	35.33569
公所村	ぐぞむら	139.301605	35.34639
根坂間村	ねさかまむら	139.306366	35.3368
河内村	こうちむら	139.309662	35.3419
松延村	まつのぶむら	139.318497	35.342716
久松村	ひさまつむら	139.318497	35.342716
友牛村	ともうじむら	139.318497	35.342716
徳延村	とくのぶむら	139.318146	35.337425
山下村	やましたむら	139.316635	35.330532
高根村	たかねむら	139.31456	35.325142
万田村	まんだむら	139.305214	35.330454
出縄村	いでなわむら	139.303795	35.33252
高麗寺村	こうらいじむら	139.326687	35.322566
大磯宿	おおいそじゆく	139.325165	35.317176
東小磯村	ひがしこいそむら	139.307281	35.313179
西小磯村	にしこいそむら	139.298172	35.313038
寺坂村	てらさかむら	139.287628	35.325943
生沢村	いくさわむら	139.277191	35.31601
国府本郷村	こうほんごうむら	139.286896	35.309628
国府新宿村	こうしんしくむら	139.27088	35.309608
虫窪村	むしくぼむら	139.27005	35.316479
黒岩村	くろいわむら	139.262558	35.329388
西窪村	にしのくぼむら	139.255981	35.324356
一色村	いつしきむら	139.241419	35.314692
中里村	なかざとむら	139.246653	35.308725
二宮村	にのみやむら	139.260479	35.308548
山西村	やまにしむら	139.24855	35.295391
川勾村	かわわむら	139.238312	35.294708
五分一村	ごぶいちむら	139.232773	35.337849
井口村	いのくちむら	139.232773	35.337849
藤沢村	ふじさわむら	139.225845	35.332455
久所村	ぐぞむら	139.221588	35.325066
北田村	きただむら	139.229233	35.323067
遠藤村	えんどうむら	139.203918	35.319893
比奈窪村	ひなくぼむら	139.218552	35.335739
境別所村	さかいべつしよむら	139.202698	35.354912
境村	さかいむら	139.21994	35.34798
岩倉村	いわくらむら	139.208267	35.344734
松本村	まつもとむら	139.197723	35.343624
鴨沢村	かもざわむら	139.198547	35.333755
雑色村	ぞうしきむら	139.210175	35.330559
半分形村	はぶかたむら	139.210983	35.325592
田中村	たなかむら	139.204712	35.316631
古怒田村	こぬたむら	139.192307	35.323051
高尾村	たかおむら	139.185593	35.347359
赤田村	あかだむら	139.186142	35.332825
柳村	やなぎむら	139.176239	35.340439
篠窪村	しのくぼむら	139.167892	35.351292
山田村	やまたむら	139.16922	35.335197
上大井村	かみおおいむら	139.161316	35.320736
西大井村	にしおおいむら	139.150391	35.319351
金子村	かねこむら	139.153061	35.33437
金手村	かなでむら	139.141418	35.332317
土佐原村	とさはらむら	139.124084	35.405666
宇津茂村	うづもむら	139.124084	35.405666
中山村	なかやまむら	139.124084	35.405666
弥勒寺村	みろくじむら	139.124084	35.405666
萱沼村	かやぬまむら	139.124084	35.405666
大寺村	おおてらむら	139.124084	35.405666
虫沢村	むしざわむら	139.124084	35.405666
神山村	こうやまむら	139.157257	35.350288
松田惣領	まつだそうりよう	139.144409	35.353275
松田庶子	まつだそし	139.127533	35.35981
吉田島村	よしだじまむら	139.132767	35.334156
牛島村	うしじまむら	139.127228	35.327168
宮台村	みやのだいむら	139.122849	35.324799
中名村	なかのみようむら	139.119614	35.330616
円通寺村	えんつうじむら	139.118256	35.33392
延沢村	のぶさわむら	139.11972	35.336533
金井島村	かないしまむら	139.115219	35.34626
岡野村	おかのむら	139.109695	35.342621
川村向原	かわむらむこうはら	139.103058	35.359695
川村岸	かわむらきし	139.089432	35.35305
川村山北	かわむらやまきた	139.081055	35.361237
平山村	ひらやまむら	139.06813	35.354141
都夫良野村	つぶらのむら	139.055313	35.367828
皆瀬川村	みなせがわむら	139.063675	35.37212
湯触村	ゆぶれむら	139.034668	35.378765
谷ヶ村	やがむら	139.037628	35.366077
川西村	かわにしむら	139.030472	35.372478
山市場村	やまいちばむら	139.040955	35.395065
神縄村	かみなわむら	139.044273	35.408012
玄倉村	くろくらむら	139.070084	35.418152
世付村	よづくむら	139.008713	35.411018
中川村	なかがわむら	139.045639	35.438549
小市村	こいちむら	139.0896	35.345352
班目村	まだらめむら	139.104401	35.346207
千津島村	せんどしまむら	139.108658	35.338413
怒田村	ぬだむら	139.093842	35.334583
壗下村	まましたむら	139.111923	35.330299
竹松村	たけまつむら	139.117599	35.32235
和田河原村	わだがはらむら	139.121063	35.315979
駒形新宿	こまがたしんしゆく	139.123825	35.309479
炭焼所村	すみやきしよむら	139.117477	35.310692
塚原村	つかはらむら	139.100037	35.294376
岩原村	いわはらむら	139.127686	35.296864
沼田村	ぬまたむら	139.125504	35.291317
三竹山村	みたけやまむら	139.10408	35.282265
中沼村	なかぬまむら	139.111923	35.312428
関本村	せきもとむら	139.091362	35.313852
狩野村	かのむら	139.078552	35.297852
飯沢村	いいざわむら	139.067307	35.293148
猿山村	さるやまむら	139.066879	35.303642
雨坪村	あまつぼむら	139.059677	35.305103
福泉村	ふくせんむら	139.094559	35.326595
弘西寺村	こうさいじむら	139.098373	35.325451
苅野岩村	かりのいわむら	139.054489	35.308498
苅野一色村	かりのいしきむら	139.054489	35.308498
内山村	うちやまむら	139.059875	35.341881
矢倉沢村	やぐらさわむら	139.026962	35.306595
仙石原村	せんごくはらむら	139.004547	35.260601
宮城野村	みやぎのむら	139.044556	35.249707
底倉村	そこくらむら	139.056681	35.23888
大平台村	おおひらだいむら	139.072296	35.234905
塔之沢	とうのさわ	139.093506	35.236584
湯本村	ゆもとむら	139.105194	35.232288
湯本茶屋	ゆもとちやや	139.089691	35.222088
須雲川村	すくもがわむら	139.074921	35.213108
畑宿	はたじゆく	139.056259	35.205265
芦之湯	あしのゆ	139.043488	35.219776
元箱根	もとばこね	139.010468	35.216442
箱根宿	はこねじゆく	139.037781	35.189735
福浦村	ふくうらむら	139.130914	35.15207
土肥吉浜村	どいよしはまむら		
鍛冶屋村	かじやむら	139.08876	35.171364
土肥門川村	どいもんがわむら	139.106201	35.14552
土肥堀内村	どいほりのうちむら	139.098206	35.151958
宮下村	みやしたむら	139.090373	35.146784
宮上村	みやかみむら	139.074788	35.139528
岩村	いわむら	139.131668	35.172455
真鶴村	まなづるむら	139.138397	35.152756
小田原宿	おだわらじゆく	139.158905	35.250589
古新宿町	こしんしくちよう	139.168594	35.25354
新宿町	しんしくちよう	139.166817	35.254602
万町	よろつちよう	139.164001	35.250008
高梨町	たかなしちよう	139.161504	35.249035
宮前町	みやまえちよう	139.159668	35.248955
本町	ほんちよう	139.159218	35.248327
中宿町	なかじゆくちよう	139.157829	35.247469
欄干橋町	らんかんばしちよう	139.157829	35.247469
筋違橋町	すじかいばしちよう	139.153404	35.246332
山角町	やまかくちよう	139.150325	35.247125
千度小路	せんどこうじ	139.159943	35.246887
代官町	だいかんちよう	139.158554	35.246029
茶畑町	ちやばたけちよう	139.157166	35.245171
青物町	あおものちよう	139.162285	35.250109
一丁田町	いつちようだちよう	139.161865	35.251295
台宿町	だいじくちよう	139.161865	35.251295
大工町	だいくちよう	139.157768	35.25514
須藤町	すとうちよう	139.160767	35.25605
竹花町	たけのはなちよう	139.159515	35.258797
唐人町	とうじんちよう	139.163582	35.251194
安斎小路	あんさいこうじ	139.155663	35.244923
諸白小路	もろはくこうじ	139.15416	35.244675
西海子小路	さいかちこうじ	139.15303	35.244165
谷津村	やつむら	139.153926	35.257844
小竹村	おだけむら	139.230682	35.307203
沼代村	ぬましろむら	139.21199	35.306477
小船村	おぶねむら	139.224152	35.303276
中村原	なかむらはら	139.234451	35.294575
上町村	かのまちむら	139.217255	35.296066
羽根尾村	はねおむら	139.227936	35.292244
前川村	まえがわむら	139.212532	35.281824
国府津村	こうづむら	139.206343	35.279416
小八幡村	こやわたむら	139.196735	35.274258
酒匂村	さかわむら	139.190165	35.271591
酒匂鍛冶分	さかわかじぶん	139.186783	35.274521
網一色村	あみいしきむら	139.175519	35.260913
山王原村	さんのうはらむら	139.171638	35.258773
鬼柳村	おにやなぎむら	139.15657	35.30854
下大井村	しもおおいむら	139.161819	35.314037
曾我大沢	そがおおさわ	139.171127	35.322243
上曾我村	かみそがむら	139.177643	35.318317
曾我岸村	そがきしむら	139.185898	35.313808
曾我谷津村	そがやつむら	139.194138	35.310291
曾我原村	そがはらむら	139.188843	35.300774
曾我別所村	そがべつしよむら	139.197922	35.301888
田島村	たじまむら	139.199326	35.294865
西大友村	にしおおどもむら	139.165466	35.304134
東大友村	ひがしおおどもむら	139.173294	35.305431
永塚村	ながつかむら	139.176208	35.301632
延清村	のぶきよむら	139.171295	35.295368
千代村	ちよむら	139.180603	35.295963
高田村	たかたむら	139.18541	35.291241
別堀村	べつぽりむら	139.190704	35.291714
桑原村	くわはらむら	139.161728	35.298794
成田村	なるだむら	139.165558	35.292183
飯泉村	いいずみむら	139.167526	35.281784
飯泉新田	いいずみしんでん	139.167526	35.281784
下堀村	しもぼりむら	139.181381	35.289761
中里村	なかざとむら	139.185593	35.283039
矢作村	やはぎむら	139.180115	35.285313
鴨宮村	かものみやむら	139.178329	35.281277
上新田村	かみしんでんむら	139.172226	35.275684
中新田村	なかしんでんむら	139.167984	35.273464
下新田村	しもしんでんむら	139.181541	35.272327
曾比村	そびむら	139.13913	35.315403
栢山村	かやまむら	139.14299	35.304371
柳新田村	やなぎしんでんむら	139.140976	35.298309
小台村	こだいむら	139.134308	35.299789
堀之内村	ほりのうちむら	139.146683	35.297935
中曾根村	なかぞねむら	139.153748	35.29409
新屋村	あらやむら	139.137131	35.294987
清水新田	しみずしんでん	139.143311	35.28828
蓮正寺村	れんしようじむら	139.155731	35.280985
飯田岡村	いいだおかむら	139.146362	35.290051
北窪村	きたのくぼむら	139.133926	35.288979
府川村	ふかわむら	139.128616	35.283188
穴部村	あなべむら	139.144302	35.279198
穴部新田	あなべしんでん	139.155258	35.278379
多古村	たこむら	139.158633	35.272509
井細田村	いさいだむら	139.160149	35.267333
今井村	いまいむら	139.16835	35.265799
池上村	いけがみむら	139.156642	35.265953
町田村	まちだむら	139.166417	35.261281
中島村	なかじまむら	139.166325	35.258705
荻窪村	おぎくぼむら	139.153547	35.259316
久野村	くのむら	139.128166	35.262403
板橋村	いたばしむら	139.146145	35.246691
水尾村	みずのおむら	139.129761	35.254215
風祭村	かざまつりむら	139.123276	35.248714
入立田村・後河原村	いりゆうだむら・うしろがわらむら	139.111221	35.242195
早川村	はやかわむら	139.134567	35.237335
石橋村	いしばしむら	139.119995	35.218784
米神村	こめかみむら	139.119659	35.209515
根府川村	ねぶかわむら	139.116653	35.19862
江之浦村	えのうらむら	139.129227	35.187325
市振村	いちぶりむら	137.652756	36.97718
上路村	あげろむら	137.688431	36.964085
外波村	となみむら	137.709824	36.989151
歌村	うたむら	137.747086	36.997711
青海村	おうみむら	137.783142	37.006401
橋立村	はしだてむら	137.753006	36.955593
寺地村	てらじむら	137.808609	37.016708
田海村	とうみむら	137.81163	36.990662
須沢村	すざわむら	137.837189	37.025814
今村新田	いまむらしんでん	137.825943	37.025208
鬼伏村	おにぶしむら	137.958435	37.067261
鬼舞村	きぶむら	137.963318	37.082485
木浦村	このうらむら	137.977371	37.069016
大平寺村	たいへいじむら	137.982727	37.090931
寺山村	てらやまむら	137.984039	37.084991
桂村	かつらむら	137.990952	37.082199
鶉石村	うずらいしむら	137.997177	37.084717
小見村	おみむら	138.006104	37.075279
平村	たいらむら	138.022446	37.077564
大沢村	おおさわむら	138.02742	37.081055
島道村	しまみちむら	138.01918	37.050663
藤後村	とうごむら	138.033249	37.075661
槙村	まきむら	138.042603	37.06842
溝尾村	みぞおむら	138.046066	37.054283
物出村	ものいでむら	138.051987	37.046474
柵口村	ませぐちむら	138.048569	37.034889
飛山村	ひやまむら	138.072998	36.980953
田麦平村	たむぎだいらむら	138.079865	37.029247
崩村	くずれむら	138.073532	37.04306
須川村	すかわむら	138.067169	37.054482
川詰村	かわづめむら	138.076782	37.063404
谷内村	たにうちむら	138.079483	37.079666
大王村	たいおうむら	138.00351	37.099167
鷲尾村	わしおむら	138.014954	37.092121
大道村	だいどうむら	138.020447	37.093376
柱道村	はしらみちむら	138.025314	37.091053
指塩村	さしおむら	138.026489	37.086487
中野口村	なかのくちむら	138.038574	37.085285
下倉村	したくらむら	138.050034	37.080769
高倉村	たかくらむら	138.063599	37.087067
能生町	のうまち	137.988083	37.101761
能生小泊村	のうこどまりむら	138.005814	37.1064
百川村	ももがわむら	138.025497	37.102325
藤崎村	とうざきむら	138.0336	37.112457
大洞村	おおほらむら	138.049194	37.109665
筒石村	つづいしむら	138.057663	37.128216
徳合村	とくあいむら	138.075364	37.129495
仙納村	せんのうむら	138.069138	37.107967
空熊新田	そらくましんでん		
名立小泊村	なだちこどまりむら	138.092392	37.164452
名立大町村	なだちおおまちむら	138.080353	37.144787
坪山村	つぼやまむら	138.087219	37.152264
赤ノ俣村	あかのまたむら	138.092102	37.147915
大菅村	おおすがむら	138.105042	37.149151
谷口村	たにぐちむら	138.093826	37.1408
躰畑村	たいばたけむら	138.095551	37.134579
車路村	くるまじむら	138.110504	37.142475
田野上村	たのうえむら	138.103455	37.133034
杉ノ瀬村	すぎのせむら	138.114395	37.13195
丸田村	まるだむら	138.094009	37.126587
濁沢村	にごりさわむら	138.114563	37.124908
折居村	おりいむら	138.094757	37.119698
峠村	とうげむら	138.111877	37.120483
池田村	いけだむら	138.11058	37.11578
森村	もりむら	138.097519	37.111916
桂谷村	かつらだにむら	138.097488	37.108944
平谷村	ひらたにむら	138.08696	37.099468
折戸村	おりとむら	138.102539	37.103588
小田島村	おだじまむら	138.091843	37.087856
東蒲生田村	ひがしかもうだむら	138.104385	37.087921
西蒲生田村	にしかもうだむら	138.093384	37.075829
瀬戸村	せとむら	138.102264	37.053658
飛山村	ひやまむら	138.112564	37.023766
寺町	てらまち	137.869305	37.045023
大町	おおまち	137.863856	37.042768
新屋町	あらやまち	137.862762	37.041902
七間町	しちけんまち	137.862439	37.041317
横町	よこまち	137.853111	37.039484
新田町	しんでんまち	137.857275	37.04016
鉄砲町	てつぽうまち	137.859436	37.039129
押上村	おしあげむら	137.879831	37.047842
一之宮村	いちのみやむら	137.863895	37.037414
蓮台寺村	れんだいじむら	137.873247	37.040144
寺島村	てらじまむら	137.842311	37.038809
上苅村	うえかりむら	137.854897	37.034811
大野村	おおのむら	137.867729	37.016039
岩木村	いわきむら	137.842819	37.019505
頭山村	つむりやまむら	137.847076	37.016464
中村	なかむら	137.844055	37.0065
中谷内村	なかやちむら	137.85173	37.001804
大谷内村	おおやちむら	137.843811	36.974052
川原村	かわらむら	137.864517	36.996037
尻掛村	しりかかりむら	137.859512	36.970341
小滝村	こたきむら	137.764572	36.899448
山之坊村	やまのぼうむら	137.857849	36.903419
大所村	おおところむら	137.789276	36.834145
根小屋村	ねごやむら	137.868011	36.961861
中村	なかむら	137.887436	36.969955
上野村	うえのむら	137.916428	36.95351
下沢村	しもざわむら	137.916428	36.95351
栗山村	くりやまむら	137.880188	36.956863
和泉村	いずみむら	137.906677	36.951366
大工屋敷村	だいくやしきむら	137.893204	36.952618
上野山村	うえのやまむら	137.892349	36.947975
蒲池村	がまいけむら	137.885666	36.944435
西山村	にしやまむら	137.868149	36.940155
余所村	よしようむら	137.88205	36.935478
杉之当村	すぎのとむら	137.886017	36.923397
上山村	うえやまむら	137.895233	36.94022
横江村	よこえむら	137.895233	36.94022
山口村	やまぐちむら	137.899567	36.937325
大神堂村	だいじんどうむら	137.906097	36.944683
山寺村	やまでらむら	137.913254	36.937977
別所村	べつしよむら	137.904144	36.923519
大久保村	おおくぼむら	137.916916	36.922947
梶山村	かじやまむら	137.948898	36.923203
平牛村	ひらうじむら	137.880478	37.03828
羽生村	はにゆうむら	137.887558	37.027054
成沢村	なりさわむら	137.894241	37.025215
真光寺村	しんこうじむら	137.906021	37.02309
水保村	みずほむら	137.887741	37.008663
田中村	たなかむら	137.898712	37.008705
川島村	かわしまむら	137.906876	37.00663
道平村	どうたいらむら	137.915222	36.999992
釜沢村	かまざわむら	137.925354	37.004723
真木村	まきむら	137.916946	36.993496
粟倉村	あわぐらむら	137.952789	36.982571
来海沢村	くるみざわむら	137.961105	36.948574
市野々村	いちののむら	137.913178	36.972814
御前山村	ごぜんやまむら	137.918045	36.961685
厚田村	あつたむら	137.88884	37.044796
竹ヶ花村	たけがはなむら	137.88736	37.049782
大和川村	やまとがわむら	137.899765	37.043152
田伏村	たぶせむら	137.905716	37.051788
梶屋敷村	かじやしきむら	137.918701	37.053337
田屋村	たやむら	137.914963	37.044491
道明村	どうみようむら	137.91922	37.042385
堀切村	ほりきりむら	137.922455	37.041817
東海村	ひがしうみむら	137.943176	37.043518
谷内村	やちむら	137.913803	37.036358
上覚村	じようかくむら	137.917038	37.031212
新町村	あらまちむら	137.926468	37.037422
四ッ屋村	よつやむら	137.922775	37.029507
川原村	かわらむら	137.920135	37.020748
日光寺村	につこうじむら	137.936218	37.031147
清水山村	しみずやまむら	137.929672	37.023178
滝川原村	たきかわらむら	137.943497	37.025913
上出村	かみいでむら	137.934982	37.016033
下出村	しもいでむら	137.935608	37.025455
谷根村	たんねむら	137.944427	37.013226
西塚村	にしづかむら	137.965958	37.015469
東塚村	ひがしづかむら	137.975891	37.020126
五十原村	いかはらむら	137.966324	37.026833
越村	こしむら	137.948715	37.034649
宮ノ平村	みやのだいらむら	137.967758	37.038273
中野村	なかのむら	137.969635	37.031513
中林村	なかばやしむら	137.979294	37.037109
坪野村	つぼのむら	137.984116	37.035461
土塩村	つちしおむら	137.983551	37.025909
猿倉村	さるくらむら	137.990036	37.034519
吹原村	ふきはらむら	137.994263	37.032635
大平村	おおだいらむら	138.014343	36.962288
土倉村	つちくらむら	138.0177	37.016788
中河原新田	なかがわらしんでん	138.02916	37.011253
北山村	きたやまむら	137.981277	36.996159
角間村	かくまむら	137.974014	37.006847
砂場村	すなばむら	137.995499	36.992371
浦本村	うらもとむら	137.935979	37.06297
中宿村	なかしゆくむら	137.922562	37.059193
中浜村	なかはまむら	137.941101	37.059727
間脇村	まわきむら	137.944275	37.069992
杉沢村	すぎのさわむら	138.153107	36.858727
関川村	せきがわむら	138.190018	36.865856
上原村	かみはらむら	138.190018	36.865856
毛祝坂新田	けわいざかしんでん	138.194183	36.874977
田口新田	たぐちしんでん	138.198166	36.879608
田切村	たぎりむら	138.2005	36.885693
二俣村	ふたまたむら	138.203293	36.899704
一本木新田村	いつぽんぎしんでんむら	138.178528	36.892586
兼俣新田	かねまたしんでん	138.226807	36.87114
蔵々村	ぞうぞうむら	138.222855	36.883064
桶海村	おけみむら	138.249496	36.888802
大谷村	おおたにむら	138.227661	36.899944
関山村	せきやまむら	138.148727	36.928406
坂口新田	さかぐちしんでん	138.220322	36.912048
中村新田	なかむらしんでん	138.232834	36.923725
葎生村	もぐろうむら	138.239761	36.936543
四ッ屋新田	よつやしんでん	138.245987	36.942703
米島新田	よねじましんでん	138.235611	36.941624
花房村	はなぶさむら	138.238617	36.948704
田中新田	たなかしんでん	138.246048	36.952183
福田新田	ふくだしんでん	138.244583	36.945477
岡新田	おかしんでん	138.250549	36.949757
橋本新田	はしもとしんでん	138.255005	36.947929
中島新田	なかじましんでん	138.260956	36.95013
東田屋新田	ひがしたやしんでん	138.257156	36.953156
西田屋新田	にしたやしんでん	138.254669	36.954079
窪田新田	くぼたしんでん	138.251633	36.956081
今府村	いまぶむら	138.246155	36.959888
寺尾村	てらおむら	138.257004	36.967827
坂下新田	さかしたしんでん	138.258347	36.963291
北田屋新田	きたたやしんでん	138.261917	36.961754
中原新田	なかばらしんでん	138.258362	36.95903
大塚新田	おおつかしんでん	138.262115	36.956867
大鹿新田	おおじかしんでん	138.264725	36.931862
大鹿村	おおじかむら	138.253212	36.926001
土路村	どろむら	138.27774	36.917141
樽本村	たるもとむら	138.27356	36.878632
沼村	ぬまむら	138.27356	36.878632
稲荷山新田	いなりやましんでん		
宮野原新田	みやのはらしんでん		
福崎新田	ふくざきしんでん		
片貝村	かたかいむら	138.233429	36.964809
江口新田	えぐちしんでん		
市屋村	いちやむら	138.226425	36.962776
松崎村	まつざきむら	138.225311	36.969959
二本木村	にほんぎむら	138.236267	36.978298
坂本新田	さかもとしんでん		
藤沢村	ふじさわむら	138.237488	36.996208
板橋新田	いたばししんでん		
西四ッ屋新田	にしよつやしんでん		
八斗蒔新田	はつとまきしんでん		
岡川村	おかがわむら	138.206375	36.958668
岡沢新田	おかざわしんでん	138.19249	36.976589
増沢村	ますざわむら	138.19249	36.976589
岡沢村	おかざわむら	138.19249	36.976589
福田新田	ふくだしんでん		
大池新田	おおいけしんでん	138.306046	37.002373
機織村	はたおりむら	138.311066	37.011604
久々野村	くぐのむら	138.343735	36.994343
猿供養寺村	さるくようじむら	138.328506	37.013077
山寺村	やまでらむら	138.345306	37.007729
関田村	せきだむら	138.37352	37.007957
筒方村	どうがたむら	138.345016	37.020508
栗沢村	くりざわむら	138.330154	37.03157
大野新田	おおのしんでん	138.324539	37.020687
玄藤寺新田	げんどうじしんでん	138.35289	37.040073
達野村	たてのむら	138.34108	37.037739
別所村	べつしよむら	138.326569	37.044712
曾根田村	そねだむら	138.306656	37.045925
国川村	こくがわむら	138.31282	37.042637
福王寺村	ふくおうじむら	138.308029	37.039177
宮島村	みやじまむら	138.311127	37.04845
四ッ屋村	よつやむら	138.315887	37.049644
田屋村	たやむら	138.313995	37.053738
沢田村	さわだむら	138.310074	37.057198
菰立村	こもだてむら	138.296661	37.011387
不動新田	ふどうしんでん	138.308395	37.022327
釜塚村	かまづかむら	138.316177	37.026234
中野宮村	なかのみやむら	138.296494	37.031311
山部村	やまべむら	138.300049	37.037029
米増村	よねますむら	138.293076	37.035732
山越村	やまごしむら	138.286591	37.033318
吉増村	よしますむら	138.283752	37.037586
熊川新田	くまがわしんでん	138.289337	37.038994
熊川村	くまがわむら	138.29277	37.042812
針村	はりむら	138.296539	37.049946
下米沢村	しもよねさわむら	138.2845	37.047501
中島村	なかじまむら	138.281265	37.051849
中島新田	なかじましんでん	138.280334	37.058571
小石原村	こいしはらむら	138.271454	37.047417
下田屋村	しもたやむら	138.285339	37.058716
横町村	よこちようむら	138.2883	37.052166
関根村	せきねむら	138.292068	37.058445
高野村	たかのむら	138.295731	37.063549
坂井村	さかいむら	138.302948	37.058487
長塚村	ながつかむら	138.309708	37.064106
長嶺村	ながみねむら	138.301575	37.065605
田井村	たいむら	138.286041	37.067997
戸狩村	とがりむら	138.296478	37.073643
稲増村	いなますむら	138.284164	37.07972
福田新田	ふくだしんでん	138.301758	37.076672
四ッ屋新田	よつやしんでん	138.305222	37.075344
上稲塚村	かみいなづかむら	138.32193	37.082699
武士村	もののふむら	138.316818	37.07901
今曾根村	いまぞねむら	138.313232	37.071705
田中村	たなかむら	138.320602	37.073288
塩曾根村	しおぞねむら	138.331314	37.057152
馬屋村	まやむら	138.318268	37.06078
福島村	ふくしまむら	138.330673	37.063381
田島村	たじまむら	138.341385	37.062466
深沢村	ふかさわむら	138.337692	37.069435
菅原村	すがはらむら	138.326874	37.073078
岡嶺新田	おかみねしんでん	138.328781	37.076611
岡之町村	おかのまちむら	138.329803	37.084942
荒牧村	あらまきむら	138.341965	37.077095
鈴倉村	すずくらむら	138.351593	37.072449
中条村	なかじようむら	138.366562	37.058861
鶯沢村	うぐいすざわむら	138.362488	37.051418
梨窪村	なしくぼむら	138.374512	37.050396
青柳村	あおやなぎむら	138.381912	37.021957
赤池村	あかいけむら	138.388489	37.030502
梨平村	なしだいらむら	138.394424	37.037273
北野村	きたのむら	138.381226	37.055027
水草村	みずくさむら	138.379303	37.05772
棚田村	たなだむら	138.378494	37.061165
戸野村	とのむら	138.363602	37.066483
寺脇村	てらわきむら	138.360474	37.075176
水科村	みずしなむら	138.349457	37.096867
窪村	くぼむら	138.339691	37.101849
中野村	なかのむら	138.338699	37.104961
川浦村	かわうらむら	138.329865	37.112995
野村	のむら	138.326569	37.123962
稲原村	いなはらむら	138.329575	37.13203
中村	なかむら	138.336472	37.126804
田村	たむら	138.342407	37.115738
法花寺村	ほつけじむら	138.344543	37.102859
水吉村	みずよしむら	138.357864	37.102604
鴨井村	かもいむら	138.345932	37.10849
宮崎新田	みやざきしんでん	138.372375	37.1007
村岡村	むらおかむら	138.370972	37.113312
大光寺村	だいこうじむら	138.370972	37.113312
所山田村	しよやまだむら	138.378876	37.119946
岡田村	おかだむら	138.380463	37.12579
桑曾根村	くわぞねむら	138.392853	37.124928
山高津村	やまたかつむら	138.384628	37.132607
払沢村	はらいざわむら	138.389191	37.140797
北代村	きただいむら	138.373199	37.139053
新保村	しんぼむら	138.369293	37.130482
田島村	たじまむら	138.36821	37.126575
今保村	いまほむら	138.365753	37.121063
三村新田	みむらしんでん	138.35997	37.12392
井野口村	いのくちむら	138.351135	37.124866
浮島村	うきしまむら	138.351624	37.131908
島倉村	しまくらむら	138.354034	37.135235
錦村	にしきむら	138.342773	37.139637
柳林村	やなぎばやしむら	138.3396	37.133854
岡木村	おかぎむら	138.326523	37.137035
米子村	こめごむら	138.328903	37.144783
